procdet,pv,tipo,geojson,procedencia,empresa_informante,tejas_match,tejas_found_in
Seccion Veintinueve,BAT-SVN,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4964412959999,-53.361882818]}",PLANTA COMPRESORA,YPF S.A.,False,
CaÃ±adon Piedras 3,BAT-CP3,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.465163444,-53.070216156]}",YACIMIENTO,YPF S.A.,False,
BATERÃA 2 FILO MORADO,BATFLM02-ANTORC  -FL01,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6743432443611,-37.3145248061835]}",YACIMIENTO,YPF S.A.,False,
PTA COMPRESORA DE GAS CHLS1,PCGCLS01-VENTEOS--RKO001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.5990378754123,-37.0245621805521]}",YACIMIENTO,YPF S.A.,False,
PTA COMPRESORA DE GAS EPN-1,PCGCLS01-SVENTEOS-TRKO003,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6629763830606,-37.1425603891081]}",YACIMIENTO,YPF S.A.,False,
GLP EL PORTON,EPC-PTGELP01-SVENTEOS-SB001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6563726044496,-37.1538455941405]}",YACIMIENTO,YPF S.A.,False,
DESFILADERO BAYO,BATDBY02-SVENTEOS-SCTRL001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0514463614786,-37.3386960494288]}",PLANTA COMPRESORA,YPF S.A.,False,
PASO BARDA,PRGPBD01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.5015436547238,-37.1871479806024]}",YACIMIENTO,YPF S.A.,False,
La Sara Norte,BAT-LSN2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3659690109999,-53.3709661579999]}",YACIMIENTO,YPF S.A.,False,
San Sebastian 3,BAT-SS3,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.147746925,-53.349743917]}",YACIMIENTO,YPF S.A.,False,
CaÃ±adon Piedras 4,BAT-CP4,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.522080167,-53.0110495129999]}",YACIMIENTO,YPF S.A.,False,
CERRO FORTUNOSO,OESTE-MZAS-GAS-BAT CF-3,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.387771471,-36.2478600589999]}",PLANTA COMPRESORA,YPF S.A.,False,
YACIMIENTO VIZCACHERAS - BATERIAS DE PRODUCCIÃN,OESTE-MZAN-VENTEO BAT-10VIZ- Extraordinario,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4911061139999,-33.542693007]}",YACIMIENTO,YPF S.A.,False,
YACIMIENTO BARRANCAS - BATERIAS DE PRODUCCIÃN,OESTE-MZAN-VENTEO BAT-B-8,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.782283809,-33.175905342]}",PLANTA COMPRESORA,YPF S.A.,False,
RC-NRO-G-RNQ-PTGNQN01,RC-NRO-G-RNQ-PTGNQN01,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1986272029999,-38.747707794]}",YACIMIENTO,YPF S.A.,False,
RC-NRO-Y-RNQ-BATNQN02,RC-NRO-Y-RNQ-BATNQN02,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1684192979999,-38.713921419]}",YACIMIENTO,YPF S.A.,False,
PASO BARDA MENDOZA,OESTE-RDLS-ZA  P BARDA MZA VTO P BARDA MZA,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.4746602794335,-37.140874491115]}",PLANTA COMPRESORA,YPF S.A.,False,
BATERIA 1 PUESTO MOLINA,OESTE-ZV-BR-BATERIA  Venteo - EPn,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1553344817256,-37.2093802648054]}",PLANTA COMPRESORA,YPF S.A.,False,
MALAL DEL MEDIO,PILETA VENTEO BAT MDM,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6404610980011,-36.1401937353525]}",PLANTA COMPRESORA,YPF S.A.,False,
PUESTO MOLINA COMPRESORA,OESTE-RDLS-ZA  PTO MOLINA MZA VTO P MOL MZA,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1371929353823,-37.1755000045014]}",PLANTA COMPRESORA,YPF S.A.,False,
DESFILADERO BAYO ESTE,OESTE-RDLS-ZA  D BAYO NQN VTO D BAYO ESTE NQN,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9580972936166,-37.3205944640698]}",PLANTA COMPRESORA,YPF S.A.,False,
COMPRESORA RINCON BLANCO,PCGCLS01-VENTEOS--RKO002,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1758170906136,-37.1179979028145]}",YACIMIENTO,YPF S.A.,False,
CAÃADON AMARILLO,OESTE-RDLS-ZA-CAÃADON AMARILLO VTO CAM,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.4205528469395,-36.960788950986]}",PLANTA COMPRESORA,YPF S.A.,False,
DESFILADERO BAYO,OESTE-RDLS-ZA  D BAYO MZA VTO D BAYO MZA,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0274967583862,-37.3353426306599]}",PLANTA COMPRESORA,YPF S.A.,False,
SEÃAL CERRO BAYO,OESTE-RDLS-CAT-SEÃAL CERRO BAYO VTO SCB,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7499999970695,-37.6977800018006]}",PLANTA COMPRESORA,YPF S.A.,False,
CERRO HAMACA OESTE,OESTE-RDLS-CAT- CERRO HAMACA OESTE VTO CHO,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5172199979284,-37.7122200005298]}",PLANTA COMPRESORA,YPF S.A.,False,
VOLCAN AUCA MAHUIDA,OESTE-RDLS-CAT-VOLCAN AUCA MAHUIDA VTO VAM,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9702799968432,-37.8069400015032]}",PLANTA COMPRESORA,YPF S.A.,False,
RIO NEUQUEN,Punto de Venteo NÂ° 7,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.196141325,-38.7502207869999]}",YACIMIENTO,YPF S.A.,False,
LOMA DE LA MINA,OESTE-MZAS-GAS-BAT LOMA DE LA MINA,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.513415384,-34.9214095849999]}",YACIMIENTO,YPF S.A.,False,
RIO GRANDE,PILETA DE VENTEO BAT RGD-28,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.605965308552,-36.2160526758901]}",PLANTA COMPRESORA,YPF S.A.,False,
LOS CAVAOS,PILETA DE VENTEO LCa-1 Extraordinario,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6501385721372,-36.093582936703]}",PLANTA COMPRESORA,YPF S.A.,False,
PAMPA PALAUCO,OESTE-MZAS-GAS-BAT PAMPA PALAUCO,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.5300330500663,-36.0677246049215]}",YACIMIENTO,YPF S.A.,False,
PTC CDD,OESTE-MZAS-GAS-PTC CERRO DIVISADERO,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6847289528576,-36.0105062304311]}",YACIMIENTO,YPF S.A.,False,
PLANTA COMPRESORA,OESTE-MZAN-VENTEO PTG-BCAS - Extraordinario,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7766542157194,-33.1285135201828]}",YACIMIENTO,YPF S.A.,False,
CERRO FORTUNOSO,OESTE-MZAS-GAS-BAT CF-1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.362983188,-36.197193725]}",PLANTA COMPRESORA,YPF S.A.,False,
Sin Dato,PTA-MEMBRANA-CL-GAS ACIDO,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.751133816126,-46.6093415061913]}",YACIMIENTO,YPF S.A.,False,
PLANTA DE TRATAMIENTO LOS CAVAOS,OESTE-MZAS-LC-MG GAS VTEO PLANTA Extraordinario,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6516376769999,-36.088754868]}",YACIMIENTO,YPF S.A.,False,
Zorro 01,Antorcha L-1 - Tag: L-1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5486452990247,-45.8759414795699]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
YACIMIENTO BARRANCAS - BATERIAS DE PRODUCCIÃN,OESTE-MZAN-VENTEO BAT-B-10,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.779623579,-33.1969715389999]}",PLANTA COMPRESORA,YPF S.A.,False,
PLANTA COMPRESORA,PCGELG02,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2704467949999,-46.383920868]}",YACIMIENTO,YPF S.A.,False,
PUNTO B,ANTORCHA- PUNTO B,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.597747664868,-38.649849636752]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
EL MEDANITO,PV-EM-01,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9444649021214,-38.062241725779]}",PLANTA COMPRESORA,YPF S.A.,False,
LTSADA01,LTSADA01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1407728615783,-38.2311947946041]}",YACIMIENTO,YPF S.A.,False,
PCLOR 3,ANTORCHA- PCLOR 3,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2948577016134,-38.7199397374212]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
PRG-CD2,Antorcha L-790 - Tag: PRCD2-L790,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2927437857897,-45.7632760736395]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
Tres Picos 01,Antorcha L-101 - Tag: TPC-L-101,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5952056215356,-45.8810943891448]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
PCG-AG1,Antorcha L-790 - Tag: AGC-L-790,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9657367245511,-45.8316930865977]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
LOC3,ANTORCHA- LOC3,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5134437246434,-38.6970502218779]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
PCG-CD1,Antorcha L-790 - Tag: CDC-L-790,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2946058713856,-45.7671837523329]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
Bayo 01,Antorcha L-1 - Tag: L-1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0260403214883,-46.0799870358438]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
Zorro 03,Antorcha L-1 - Tag: L-1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5428186860359,-45.8709974207]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
Zorro 02,Antorcha L-1 - Tag: PRG1Z-L-1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5435009172996,-45.863351029206]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
Valle Hermoso 01,Antorcha L-1 - Tag: L-1 (MOD: TEFG-1275 S/N:6428-*,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5332475431555,-45.781362792645]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
Valle Hermoso 02,Antorcha L-115 - Tag: VHC-L-115,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5330504186832,-45.7865143572217]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
CD1000,Antorcha L-792 - Tag: L-792,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2921111670224,-45.7701244385068]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
Planta Tratamiento Gas Piquirenda,L-2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.7700681060516,-22.3521753394625]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
Planta Tratamiento Gas Piquirenda,L-3101,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.7697644400438,-22.350988060683]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
PCG Planta San Pedrito,SPC-L-880,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.9902751983451,-22.3446398093462]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
PCG Planta Macueta,MNC-L-880,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.909446188779,-22.0357138689729]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
BATSBR07,BATSBR07-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.874362451,-38.738108279]}",YACIMIENTO,YPF S.A.,False,
BATSBR02,BATSBR02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.898978534,-38.737467607]}",YACIMIENTO,YPF S.A.,False,
BATSBR06,BATSBR06-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.890111297,-38.7645721609999]}",YACIMIENTO,YPF S.A.,False,
BATSBR01,BATSBR01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.938936997,-38.7290203479999]}",YACIMIENTO,YPF S.A.,False,
BATATD03,BATATD03-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.8108135749999,-38.767861916]}",YACIMIENTO,YPF S.A.,False,
BATSBR03,BATSBR03-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.971094942,-38.7318594019999]}",YACIMIENTO,YPF S.A.,False,
RIO GRANDE,PILETA DE VENTEO BAT RGD-28,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.605965308552,-36.2160526758901]}",PLANTA COMPRESORA,YPF S.A.,False,
DESFILADERO BAYO ESTE,OESTE-RDLS-ZA  D BAYO NQN VTO D BAYO ESTE NQN,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9580972936166,-37.3205944640698]}",PLANTA COMPRESORA,YPF S.A.,False,
DESFILADERO BAYO,OESTE-RDLS-ZA  D BAYO MZA VTO D BAYO MZA,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0274967583862,-37.3353426306599]}",PLANTA COMPRESORA,YPF S.A.,False,
PCGGUA01,PCGGUA01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2304556459999,-38.865409628]}",YACIMIENTO,YPF S.A.,False,
CERRO FORTUNOSO,OESTE-MZAS-GAS-BAT CF-2,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3750690523947,-36.2255758020814]}",PLANTA COMPRESORA,YPF S.A.,False,
CERRO FORTUNOSO,OESTE-MZAS-GAS-BAT CF-3,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3877739395156,-36.2478656662673]}",PLANTA COMPRESORA,YPF S.A.,False,
BAT ACS-GP,BATANT04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.7054285655945,-39.0208719177194]}",YACIMIENTO,YPF S.A.,False,
BAT BZ,BATANT06-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.8070414554632,-38.9826696355759]}",YACIMIENTO,YPF S.A.,False,
BATATD04,BATATD04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.872339825,-38.7596045139999]}",YACIMIENTO,YPF S.A.,False,
BATCHI06,PV-BATCHI06,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.26904024,-37.295465909]}",PLANTA COMPRESORA,YPF S.A.,False,
BATCHI28,PV-BATCHI28,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.266420779,-37.310704309]}",PLANTA COMPRESORA,YPF S.A.,False,
BAT PTZ 03,BATPTZ02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.4696163322501,-38.9443456700375]}",YACIMIENTO,YPF S.A.,False,
BATRCO02,BATRCO02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2290513397392,-39.0910246616184]}",YACIMIENTO,YPF S.A.,False,
BATCHI09,PV-BATCHI09,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.291253174,-37.315931247]}",PLANTA COMPRESORA,YPF S.A.,False,
BATLOM13,PV-BATLOM13,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2054779599999,-37.3460291599999]}",PLANTA COMPRESORA,YPF S.A.,False,
PTGRCO01,PTGRCO01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2440396200468,-39.058675938594]}",YACIMIENTO,YPF S.A.,False,
PTGPTZ01,PTGPTZ01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.5100280484711,-38.9970589171714]}",YACIMIENTO,YPF S.A.,False,
EFO,BATESA02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8751753575706,-39.0094977847855]}",YACIMIENTO,YPF S.A.,False,
BATLOM32,PV-BATLOM32,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1716357239999,-37.3431952789999]}",PLANTA COMPRESORA,YPF S.A.,False,
USPSBR02,USPSBR02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.99527947,-38.777981347]}",YACIMIENTO,YPF S.A.,False,
BATATD01,BATATD01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.836780726,-38.7584406409999]}",YACIMIENTO,YPF S.A.,False,
BATLIM01,PV-BATLIM01,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2296667799999,-37.359906988]}",PLANTA COMPRESORA,YPF S.A.,False,
BATLOM33,PV-BATLOM33,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.228665126,-37.3536827899999]}",PLANTA COMPRESORA,YPF S.A.,False,
BATNBA01,BATNBA01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.017709009,-38.8621772399999]}",YACIMIENTO,YPF S.A.,False,
BATSBR04,BATSBR04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9264967779999,-38.775138243]}",YACIMIENTO,YPF S.A.,False,
BATLCD01,BATLCD01-SVENTEOS-EFL001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9846538739999,-38.4468378029999]}",PLANTA COMPRESORA,YPF S.A.,False,
BATMZG01,BATMZG01-SVENTEOS-EFL001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0267757299999,-38.462211011]}",PLANTA COMPRESORA,YPF S.A.,False,
PCGLCD01,PV-PCGLCD01,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.955915176,-38.464190646]}",YACIMIENTO,YPF S.A.,False,
BATLCSE1,BATLCSE1-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.531972213,-38.447501824]}",YACIMIENTO,YPF S.A.,False,
BATLCSE1,BATLCSE1-SVENTEOS-EFL002,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.529570841,-38.448129286]}",YACIMIENTO,YPF S.A.,False,
PCGLP002,PCGLPC02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1761184659999,-46.154468832]}",YACIMIENTO,YPF S.A.,False,
PTGLLL02,PTGLLL02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7173201269999,-38.413316573]}",YACIMIENTO,YPF S.A.,False,
PTGEFO01,PTGEFO01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.875192192,-39.009500803]}",YACIMIENTO,YPF S.A.,False,
BATLCE15,BATLCE15-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.597571734,-38.393639096]}",YACIMIENTO,YPF S.A.,False,
BATLAC02,BATLAC02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.701033744,-38.191660161]}",YACIMIENTO,YPF S.A.,False,
PCGLHC01,PCGLHC01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.927178705,-46.5232130869999]}",YACIMIENTO,YPF S.A.,False,
PCGLPC07,PCGLPC07-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1763639169999,-46.1544085639999]}",YACIMIENTO,YPF S.A.,False,
PCGLPC06,PCGLPC06-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.221132269,-46.233316757]}",YACIMIENTO,YPF S.A.,False,
PCGLP010,PCGLPC10-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.366921057,-46.150795535]}",YACIMIENTO,YPF S.A.,False,
PCGLS001,PCGLS001-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6232490259999,-46.3816648649999]}",YACIMIENTO,YPF S.A.,False,
PCGELG02,PCGELG02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2705865469999,-46.3840252049999]}",YACIMIENTO,YPF S.A.,False,
BATLAC04,BATLAC04-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.587601862,-38.282561001]}",YACIMIENTO,YPF S.A.,False,
BATBAN01,BATBAN01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.67991929,-38.310643709]}",YACIMIENTO,YPF S.A.,False,
BATBAN01,BATBAN01-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.6784912689999,-38.3113035599999]}",YACIMIENTO,YPF S.A.,False,
BATBAN02,BATBAN02-ALMACNTO-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.715390084,-38.293886745]}",YACIMIENTO,YPF S.A.,False,
BATBAN02,BATBAN02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.717906618,-38.293580721]}",YACIMIENTO,YPF S.A.,False,
BATBAN03,BATBAN03-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.8022355319999,-38.278892549]}",YACIMIENTO,YPF S.A.,False,
BATBAN03,BATBAN03-ALMACNTO-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.800690555,-38.278453606]}",YACIMIENTO,YPF S.A.,False,
BATBAN09,BATBAN09-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.6622722179999,-38.3210493879999]}",YACIMIENTO,YPF S.A.,False,
BATBAN09,BATBAN09-SVENTEOS-EFL002,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.659892694,-38.3216231279999]}",YACIMIENTO,YPF S.A.,False,
BATLAC04,BATLAC04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.590189111,-38.281740895]}",YACIMIENTO,YPF S.A.,False,
BATLAC03,BATLAC03-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.726013165,-38.201180322]}",YACIMIENTO,YPF S.A.,False,
BATLAC03,BATLAC03-SVENTEOS-EFL002,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.723401041,-38.2020046709999]}",YACIMIENTO,YPF S.A.,False,
BATLAC05,BATLAC05-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.666111714,-38.0995461489999]}",YACIMIENTO,YPF S.A.,False,
BATLAC05,BATLAC05-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.6645485,-38.098354663]}",YACIMIENTO,YPF S.A.,False,
PTCPHZ01,PV PTC PHZ01,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0764746849999,-37.2916225819999]}",YACIMIENTO,YPF S.A.,False,
PCGDBY01,PV PCGDBY01,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.051464142,-37.338731846]}",PLANTA COMPRESORA,YPF S.A.,False,
PCGBDY02,PV PCGBDY02,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.02748306,-37.335287125]}",PLANTA COMPRESORA,YPF S.A.,False,
USPCHA01,PV USPCHA01,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9358800649999,-37.324282174]}",PLANTA COMPRESORA,YPF S.A.,False,
PCGELP02,PCGELP02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6563497719999,-37.153812762]}",YACIMIENTO,YPF S.A.,False,
PCGCLS01,PCGCLS01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.599086031,-37.0245797539999]}",YACIMIENTO,YPF S.A.,False,
BATLCC01,BATLCC01-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.794896168,-38.306540964]}",YACIMIENTO,YPF S.A.,False,
BATLCC02,BATLCC02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.738900579,-38.3322207529999]}",YACIMIENTO,YPF S.A.,False,
BATLCC02,BATLCC02-ALMACNTO-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7363213739999,-38.332439208]}",YACIMIENTO,YPF S.A.,False,
BATLCE05,BATLCE05-ALMACNTO-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.6385817619999,-38.347410345]}",YACIMIENTO,YPF S.A.,False,
BATLCE07,BATLCE07-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.606148525,-38.3733119199999]}",YACIMIENTO,YPF S.A.,False,
BATLCE15,BATLCE15-ALMACNTO-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.59541753,-38.393343709]}",YACIMIENTO,YPF S.A.,False,
BATLCE16,BATLCE16-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.686040787,-38.351421811]}",YACIMIENTO,YPF S.A.,False,
BATLCE16,BATLCE16-SVENTEOS-EFL002,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.683660604,-38.352014776]}",YACIMIENTO,YPF S.A.,False,
