procdet,pv,tipo,geojson,procedencia,empresa_informante,tejas_match,tejas_found_in
Yacimiento Mata Magallanes Este,PVMME-001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.9243634678372,-46.0235083919416]}",YACIMIENTO,,False,
BAT ACS-GP,BATANT04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.7054285655945,-39.0208719177194]}",YACIMIENTO,YSUR ENERGÍA ARGENTINA S.R.L.,False,
Complejo Gas,Complejo Gas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0962599996533,-38.2080099995344]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Estacion Motocompresora 1,Estacion Motocompresora 1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0759599995274,-38.2252000005231]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Yac. Centro Este,PV-1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0935655,-37.7367234]}",YACIMIENTO,PETROLEOS SUDAMERICANOS S.A.,False,
Bateria BAT-RN.X-1004,FQ-BAT-RN.X-1004,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.4577440382568,-38.2169969624397]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Inst. de ProducciÃ³n Temprana Bajo del Choique,Antorcha EPF BdC,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.141583,-37.713236]}",YACIMIENTO,EXXONMOBIL EXPLORATION ARGENTINA S.R.L.,False,
Estación Compresora Lomita de la Costa,Venteo de Lomita de la Costa,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.632226,-46.252748]}",YACIMIENTO,TECPETROL S.A.,False,
Estacion Motocompresora 2,Estacion Motocompresora 2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1130099994569,-38.1959899999609]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Estacion Motocompresora 3,Estacion Motocompresora 3,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1552700007554,-38.1557500006266]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Estacion Motocompresora 4,Estacion Motocompresora 4,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2044199996301,-38.1248500002149]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
BAT BZ,BATANT06-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.8070414554632,-38.9826696355759]}",YACIMIENTO,YSUR ENERGÍA ARGENTINA S.R.L.,False,
Bateria 2 Piedras Blancas,Bateria 2 Piedras Blancas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2031000004889,-38.1285200006321]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
BAT GUA 03,BATGUA03-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2665372199938,-38.8597508567613]}",YACIMIENTO,YSUR ENERGÍA ARGENTINA S.R.L.,False,
Estacion Motocompresora 5,Estacion Motocompresora 5,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3458900009002,-37.9915900001803]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Bateria 1 Charco Bayo,Bateria 1 Charco Bayo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0828199995266,-38.2121600003916]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
PTGCDS01,PV2008,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.263764932,-53.328232091]}",YACIMIENTO,YPF S.A.,False,
Bateria 3 Charco Bayo,Bateria 3 Charco Bayo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1332199992606,-38.1511000006245]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Bateria 4 Charco Bayo,Bateria 4 Charco Bayo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0650200000706,-38.2313599996597]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Bateria 5 Charco Bayo,Bateria 5 Charco Bayo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0919100001521,-38.2277200000069]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Bateria 6 Charco Bayo,Bateria 6 Charco Bayo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1070900000613,-38.1803399993733]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Bateria 4 Piedras Blancas,Bateria 4 Piedras Blancas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1801499995042,-38.1422100002089]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Inst. de ProducciÃ³n Temprana LTE (LTIS-Este),Antorcha PF LTE,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.267008,-37.713392]}",YACIMIENTO,EXXONMOBIL EXPLORATION ARGENTINA S.R.L.,False,
Planta Faro Vírgenes,Antorcha FV,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4200830894487,-52.3881350078909]}",YACIMIENTO,PETROFARO S.A.,False,
Bateria 6 Piedras Blancas,Bateria 6 Piedras Blancas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2225500002201,-38.1112500002741]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Bateria 7 Piedras Blancas,Bateria 7 Piedras Blancas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1446899994566,-38.1752799998377]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
BAT NBA 01,BATNBA01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0177115212701,-38.8621829520746]}",YACIMIENTO,YSUR ENERGÍA ARGENTINA S.R.L.,False,
BAT PES 01,BATPES01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0541921003965,-38.8563732758573]}",YACIMIENTO,YSUR ENERGÍA ARGENTINA S.R.L.,False,
Yac. Centro Este,PV-2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1018893,-37.7397963]}",YACIMIENTO,PETROLEOS SUDAMERICANOS S.A.,False,
Yac. Meseta Alta,PV-3,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0925471,-37.8098715]}",YACIMIENTO,PETROLEOS SUDAMERICANOS S.A.,False,
SEÃAL PICADA,Sin Dato120,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.152584132152,-37.666808594541]}",PLANTA COMPRESORA,YPF S.A.,False,
USP Aguada Los Loros,Antorcha USP ALL,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.425308,-37.726953]}",YACIMIENTO,EXXONMOBIL EXPLORATION ARGENTINA S.R.L.,False,
PF Pampa de las Yeguas,Antorcha EPF PdY,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.338403,-37.802164]}",YACIMIENTO,EXXONMOBIL EXPLORATION ARGENTINA S.R.L.,False,
CAMPO BREMEN,PV-ESTANCIA DOS LAGUNAS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.93701861,-50.77043063]}",YACIMIENTO,ROCH S.A.,False,
Proa,PV-  Proa,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-62.0678611111111,-23.20325]}",YACIMIENTO,MADALENA ENERGY ARGENTINA SRL ,False,
BAT PTZ 03,BATPTZ02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.4696163322501,-38.9443456700375]}",YACIMIENTO,YSUR ENERGÍA ARGENTINA S.R.L.,False,
BATRCO02,BATRCO02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2290513397392,-39.0910246616184]}",YACIMIENTO,YSUR ENERGÍA ARGENTINA S.R.L.,False,
BATRCO01,BATRCO01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0615418632527,-38.8254428601256]}",YACIMIENTO,YSUR ENERGÍA ARGENTINA S.R.L.,False,
PCGGUA01,PCGGUA01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2304581833724,-38.8654153359338]}",YACIMIENTO,YSUR ENERGÍA ARGENTINA S.R.L.,False,
PTGRCO01,PTGRCO01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2440396200468,-39.058675938594]}",YACIMIENTO,YSUR ENERGÍA ARGENTINA S.R.L.,False,
PTGPTZ01,PTGPTZ01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.5100280484711,-38.9970589171714]}",YACIMIENTO,YSUR ENERGÍA ARGENTINA S.R.L.,False,
CaÃ±adon Piedras 3,Bat CP3,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4651666143507,-53.0702222001509]}",YACIMIENTO,PETROLERA LF COMPANY S.R.L.,False,
CaÃ±adon Piedras 4,Bat CP4,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5220833423041,-53.0110555550322]}",YACIMIENTO,PETROLERA LF COMPANY S.R.L.,False,
Bateria 8 Piedras Blancas,Bateria 8 Piedras Blancas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1655600001633,-38.1767300005143]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
CaÃ±adon Piedras 6,Bat CP6,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.481499970088,-53.0213611425617]}",PLANTA COMPRESORA,PETROLERA LF COMPANY S.R.L.,False,
EFO,BATESA02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8751753575706,-39.0094977847855]}",YACIMIENTO,YSUR ENERGÍA ARGENTINA S.R.L.,False,
PTC,Chimenea PM,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.7001327511929,-38.2496007042571]}",YACIMIENTO,MADALENA ENERGY ARGENTINA SRL ,False,
OCEANO,PV-OCEANO,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.81681002,-51.83615188]}",YACIMIENTO,ROCH S.A.,False,
Bateria 1 Entre Lomas,Bateria 1 Entre Lomas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3231100003953,-38.019710000341]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Bateria 1 Lomas de Ocampo,Bateria 1 Lomas de Ocampo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3745100004952,-37.9614100001466]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
USP-4 San Roque,Antorcha,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0348418194189,-37.9624631741878]}",YACIMIENTO,TOTAL AUSTRAL S.A.,False,
Bateria 1 El Caracol,Bateria 1 El Caracol,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4265000007208,-37.9000199997201]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Bateria 1 Borde Mocho,Bateria 1 Borde Mocho,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2770600001465,-38.1461400000746]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Estacion Motocompresora 7,Estacion Motocompresora 7,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2013100000886,-38.2598300003434]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Estacion Motocompresora 8,Estacion Motocompresora 8,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5182800005808,-38.2245399999335]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
El Indio Oeste,PTC El Indio Oeste,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.13149566,-51.46058039]}",YACIMIENTO,ROCH S.A.,False,
Rio Chico,PTG Rio Chico,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9629425,-53.67766968]}",YACIMIENTO,ROCH S.A.,False,
Bateria 23,Punto Venteo 23,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.485370825184,-34.9772647899935]}",PLANTA COMPRESORA,PETROQUIMICA COMODORO RIVADAVIA S.A.,False,
Planta de Tratamiento de Crudo El Sosneado,Punto Venteo 2,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3950685158044,-35.0498618634852]}",PLANTA COMPRESORA,PETROQUIMICA COMODORO RIVADAVIA S.A.,False,
Cabo Nombre 2,Bat CN2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3293611111415,-52.997333332445]}",YACIMIENTO,PETROLERA LF COMPANY S.R.L.,False,
Bateria 1 Charco del Palenque,Bateria 1 Charco del Palenque,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2040400000542,-38.260739999759]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Estacion Motocompresora 9,Estacion Motocompresora 9,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3370800000526,-38.1613000002177]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Planta Jarilla Quemada,Planta de Acondicionamiento de Gas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9558300001966,-38.464130000188]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
Bateria 2 Borde Montuoso,Bateria 2 Borde Montuoso,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5009999994952,-38.22549999966]}",YACIMIENTO,PETROLERA ENTRE LOMAS S.A.,False,
CAMPO BREMEN,PV-ALTO DOS LAGUNAS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.99292358,-50.79963345]}",YACIMIENTO,ROCH S.A.,False,
CAMPO BREMEN,PV-CAMPO BREMEN,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-70.04278425,-50.83852738]}",YACIMIENTO,ROCH S.A.,False,
CHORRILLOS,PV-CAMPO MOLINO,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.21624501,-52.00685822]}",YACIMIENTO,ROCH S.A.,False,
CHORRILLOS,PV-CERRO CONVENTO,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.22765144,-51.89267806]}",YACIMIENTO,ROCH S.A.,False,
CHORRILLOS,PV-CERRO NORTE,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.29993698,-51.86273119]}",YACIMIENTO,ROCH S.A.,False,
CHORRILLOS,PV-CHORRILLOS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.21632451,-51.94781077]}",YACIMIENTO,ROCH S.A.,False,
EPF,Antorcha,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2680858056301,-37.8969331424554]}",YACIMIENTO,TOTAL AUSTRAL S.A.,False,
MOY AIKE,PV-EL INDIO OESTE,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.46058039,-51.46058039]}",YACIMIENTO,ROCH S.A.,False,
Planta CaÃ±adon Alfa,Recoleccion de separadores,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5436556916245,-52.7424786530335]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
San Luis,PTG San Luis,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.63323712,-53.88862695]}",YACIMIENTO,ROCH S.A.,False,
LP-1002,Batería LP-1002,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.059104,-53.6907113]}",YACIMIENTO,ROCH S.A.,False,
LF-101,Batería LF-101,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9734511,-53.7319443]}",YACIMIENTO,ROCH S.A.,False,
LV-105,Batería LV-105,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.06154339,-53.50131839]}",YACIMIENTO,ROCH S.A.,False,
LV-4,Batería LV-4,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.93661,-53.67373]}",YACIMIENTO,ROCH S.A.,False,
BaterÃ­a Puesto Flores,V_PFBAT-1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.5076851178412,-38.6994903870234]}",PLANTA COMPRESORA,PRESIDENT PETROLEUM S.A.,False,
Planta Aguada Pichana,Antorcha,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1556177219888,-38.3881645141629]}",YACIMIENTO,TOTAL AUSTRAL S.A.,False,
Barda las Vegas,Chimenea de quema de PTC,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-70.4644775390625,-51.2421264648438]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Planta CaÃ±adon Alfa,Recoleccion de separadores,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5593452161506,-52.734634770779]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
Planta CaÃ±adon Alfa,Recoleccion de separadores,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5250219271343,-52.7484356861572]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
Planta CaÃ±adon Alfa,Punto de venteo,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5548289482974,-52.7361488800294]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
Bateria EC,FQ-BAT-EC,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.3974304734465,-38.1746430483834]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Planta Campo Duran,Venteo de planta Campo DurÃÂ¡n-New Point y CaptaciÃÂ³n,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.829914,-22.564341]}",YACIMIENTO,TECPETROL S.A.,False,
Planta Compresora Medanito,Punto Venteo 1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.7778253072536,-38.0220524686458]}",YACIMIENTO,PETROQUIMICA COMODORO RIVADAVIA S.A.,False,
SHE.Nq.CASO.x-1(h),CASO1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4786538018898,-38.4243370068047]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
PC-PC-303,STk-PC-PC-303-001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.6172002369999,-46.5470118409999]}",YACIMIENTO,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-TP-104,STk-BAT-TP-104-001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.6806662419999,-46.5059675489999]}",YACIMIENTO,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
EH-3189,STk-EH-3189-001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1703622739999,-46.5203813709999]}",YACIMIENTO,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
PC-PC2,STk-PC-PC2-001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9394833179999,-46.6592226679999]}",YACIMIENTO,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
PC-SPC-306,STk-PC-SPC-306-001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.6979523009999,-46.6433874429999]}",YACIMIENTO,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
EH-3193,STk-EH-3193-001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.205749636,-46.6247713339999]}",YACIMIENTO,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
PG-EH-UGA,FQ-PG-EH-UGA-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0906141919999,-46.6415750369999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
ColAux-EH-3028,FQ-ColAux-EH-3028-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0715149289999,-46.626109379]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
COIRON AMARGO,PV-CAN-3,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.28775,-38.26719]}",PLANTA COMPRESORA,ROCH S.A.,False,
BAT-EHa-4270,FQ-BAT-EHa-4270-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2686798809999,-46.5201877929999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
PC-PC1,FQ-PC-PC1-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.6142784439999,-46.5394522129999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
Barda las Vegas,Chimenea de quema de PTG,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-70.4771118164062,-51.242919921875]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Campo Bola,Chimenea de quema de PTG,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.7611083984375,-50.580810546875]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Campo Boleadoras,Chimenea de quema de PTC,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-70.7758178710938,-50.793701171875]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Campo Boleadoras,Chimena de quema Bat CBoW,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-70.77880859375,-50.7877197265625]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Santa Cruz I - Fraccion A,Chimenea de quema Bat 2 CBoW,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-70.8400268554688,-50.7647094726562]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Santa Cruz II - Fraccion A,Chimenea de quema PTC CHA,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3001098632812,-51.7210083007812]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
BAT-MEN-506,FQ-BAT-MEN-506-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9636966139999,-46.5468002689999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-PCA-2123,FQ-BAT-PCA-2123-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.691927501,-46.6123363229999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-EH-136,FQ-BAT-EH-136-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.100738782,-46.6407045799999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-EH-180,FQ-BAT-EH-180-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1039108529999,-46.5588612739999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-ME-507,FQ-BAT-ME-507-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9330422639999,-46.6020347209999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
ColAux-TP-3045,FQ-ColAux-TP-3045-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9633668409999,-46.4942783559999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-TP-174,FQ-BAT-TP-174-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8636461339999,-46.4883326979999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
PC-PCB-2,FQ-PC-PCB-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2169018889999,-46.600578078]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
PC-PCA,FQ-PC-PCA-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3426782749999,-46.567148588]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
Planta CaÃ±adon Alfa,Recoleccion de separadores,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5883095608163,-52.7338587587603]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
USP-4 San Roque,Fosa,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0328159276806,-37.9643115832383]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
BAT-CS-22,FQ-BAT-CS-22-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.5644056509999,-46.5289042659999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-ME-505,FQ-BAT-ME-505-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8832110689999,-46.5651804789999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
MENA-5001,FQ-MENA-5001-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0796055959999,-46.5426790699999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-EH-127,FQ-BAT-EH-127-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0964148929999,-46.6128342399999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-SPCA-1186,FQ-BAT-SPCA-1186-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7656948549999,-46.573271045]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-EH-200,FQ-BAT-EH-200-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1472731039999,-46.5300320999999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-MEN-502,FQ-BAT-MEN-502-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9225815049999,-46.559251049]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-SPC-1165,FQ-BAT-SPC-1165-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7543357709999,-46.5952471329999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
