anio,cuenca,concepto,cantidad_m3,indice_tiempo,mes,tejas_match,tejas_found_in
2015,MALVINAS,Shale Oil,0.0,2015-10,10,False,
2015,MALVINAS,Tight_oil,0.0,2015-10,10,False,
2015,NEUQUINA,Producción convencional,905130.77008271,2015-10,10,False,
2015,NEUQUINA,Shale Oil,127836.936162,2015-10,10,False,
2015,NEUQUINA,Tight_oil,20704.095106,2015-10,10,False,
2016,AUSTRAL,Shale Oil,0.0,2016-09,9,False,
2015,ÑIRIHUAU,Producción convencional,0.0,2015-10,10,False,
2015,ÑIRIHUAU,Shale Oil,0.0,2015-10,10,False,
2015,ÑIRIHUAU,Tight_oil,0.0,2015-10,10,False,
2015,NORESTE,Producción convencional,0.0,2015-10,10,False,
2015,NORESTE,Shale Oil,0.0,2015-10,10,False,
2015,NORESTE,Tight_oil,0.0,2015-10,10,False,
2015,NOROESTE,Producción convencional,38322.3433,2015-10,10,False,
2015,NOROESTE,Shale Oil,0.0,2015-10,10,False,
2015,NOROESTE,Tight_oil,0.0,2015-10,10,False,
2015,AUSTRAL,Producción convencional,97658.978411,2015-11,11,False,
2015,AUSTRAL,Shale Oil,0.0,2015-11,11,False,
2015,AUSTRAL,Tight_oil,298.788,2015-11,11,False,
2015,CAÑADON ASFALTO,Producción convencional,0.0,2015-11,11,False,
2015,CAÑADON ASFALTO,Shale Oil,0.0,2015-11,11,False,
2015,CAÑADON ASFALTO,Tight_oil,0.0,2015-11,11,False,
2015,CUYANA,Producción convencional,134871.16,2015-11,11,False,
2015,CUYANA,Shale Oil,0.0,2015-11,11,False,
2015,CUYANA,Tight_oil,0.0,2015-11,11,False,
2015,DEL COLORADO,Producción convencional,0.0,2015-11,11,False,
2015,DEL COLORADO,Shale Oil,0.0,2015-11,11,False,
2015,DEL COLORADO,Tight_oil,0.0,2015-11,11,False,
2015,GOLFO SAN JORGE,Producción convencional,1264352.4885832216,2015-11,11,False,
2015,GOLFO SAN JORGE,Shale Oil,18.47,2015-11,11,False,
2015,GOLFO SAN JORGE,Tight_oil,0.0,2015-11,11,False,
2015,LOS BOLSONES,Producción convencional,0.0,2015-11,11,False,
2015,LOS BOLSONES,Shale Oil,0.0,2015-11,11,False,
2015,LOS BOLSONES,Tight_oil,0.0,2015-11,11,False,
2015,MALVINAS,Producción convencional,0.0,2015-11,11,False,
2015,MALVINAS,Shale Oil,0.0,2015-11,11,False,
2015,MALVINAS,Tight_oil,0.0,2015-11,11,False,
2015,NEUQUINA,Producción convencional,872598.95386567,2015-11,11,False,
2015,NEUQUINA,Shale Oil,112296.50089,2015-11,11,False,
2015,NEUQUINA,Tight_oil,19374.679851,2015-11,11,False,
2015,ÑIRIHUAU,Producción convencional,0.0,2015-11,11,False,
2015,ÑIRIHUAU,Shale Oil,0.0,2015-11,11,False,
2015,ÑIRIHUAU,Tight_oil,0.0,2015-11,11,False,
2015,NORESTE,Producción convencional,0.0,2015-11,11,False,
2015,NORESTE,Shale Oil,0.0,2015-11,11,False,
2015,NORESTE,Tight_oil,0.0,2015-11,11,False,
2015,NOROESTE,Producción convencional,36624.811211,2015-11,11,False,
2015,NOROESTE,Shale Oil,123.456789,2015-11,11,False,
2015,NOROESTE,Tight_oil,0.0,2015-11,11,False,
2015,AUSTRAL,Producción convencional,97541.69776,2015-12,12,False,
2015,AUSTRAL,Tight_oil,198.606,2015-12,12,False,
2015,CAÑADON ASFALTO,Producción convencional,0.0,2015-12,12,False,
2015,CAÑADON ASFALTO,Shale Oil,0.0,2015-12,12,False,
2015,CAÑADON ASFALTO,Tight_oil,0.0,2015-12,12,False,
2015,CUYANA,Producción convencional,138032.198,2015-12,12,False,
2015,CUYANA,Shale Oil,0.0,2015-12,12,False,
2015,CUYANA,Tight_oil,0.0,2015-12,12,False,
2015,DEL COLORADO,Producción convencional,0.0,2015-12,12,False,
2015,DEL COLORADO,Shale Oil,0.0,2015-12,12,False,
2015,DEL COLORADO,Tight_oil,0.0,2015-12,12,False,
2015,GOLFO SAN JORGE,Producción convencional,1298944.3094826622,2015-12,12,False,
2015,GOLFO SAN JORGE,Shale Oil,20.42,2015-12,12,False,
2015,GOLFO SAN JORGE,Tight_oil,0.0,2015-12,12,False,
2015,LOS BOLSONES,Producción convencional,0.0,2015-12,12,False,
2015,LOS BOLSONES,Shale Oil,0.0,2015-12,12,False,
2015,LOS BOLSONES,Tight_oil,0.0,2015-12,12,False,
2015,MALVINAS,Producción convencional,0.0,2015-12,12,False,
2015,MALVINAS,Shale Oil,0.0,2015-12,12,False,
2015,MALVINAS,Tight_oil,0.0,2015-12,12,False,
2015,NEUQUINA,Producción convencional,904680.9049282,2015-12,12,False,
2015,NEUQUINA,Shale Oil,124614.90134,2015-12,12,False,
2015,NEUQUINA,Tight_oil,21216.249671,2015-12,12,False,
2015,ÑIRIHUAU,Producción convencional,0.0,2015-12,12,False,
2015,ÑIRIHUAU,Shale Oil,0.0,2015-12,12,False,
2015,ÑIRIHUAU,Tight_oil,0.0,2015-12,12,False,
2015,NORESTE,Producción convencional,0.0,2015-12,12,False,
2015,NORESTE,Shale Oil,0.0,2015-12,12,False,
2015,NORESTE,Tight_oil,0.0,2015-12,12,False,
2015,NOROESTE,Producción convencional,37742.245,2015-12,12,False,
2015,NOROESTE,Shale Oil,0.0,2015-12,12,False,
2015,NOROESTE,Tight_oil,0.0,2015-12,12,False,
2016,AUSTRAL,Producción convencional,102656.124096,2016-01,1,False,
2016,AUSTRAL,Shale Oil,0.0,2016-01,1,False,
2016,AUSTRAL,Tight_oil,194.421,2016-01,1,False,
2016,CAÑADON ASFALTO,Producción convencional,0.0,2016-01,1,False,
2016,CAÑADON ASFALTO,Shale Oil,0.0,2016-01,1,False,
2016,CAÑADON ASFALTO,Tight_oil,0.0,2016-01,1,False,
2016,CUYANA,Producción convencional,135011.975,2016-01,1,False,
2016,CUYANA,Shale Oil,0.0,2016-01,1,False,
2016,CUYANA,Tight_oil,0.0,2016-01,1,False,
2016,DEL COLORADO,Producción convencional,0.0,2016-01,1,False,
2016,DEL COLORADO,Shale Oil,0.0,2016-01,1,False,
2017,NORESTE,Shale Oil,0.0,2017-01,1,False,
2016,DEL COLORADO,Tight_oil,0.0,2016-01,1,False,
2016,GOLFO SAN JORGE,Producción convencional,1279329.513501,2016-01,1,False,
