anio,cuenca,concepto,cantidad_mm3,indice_tiempo,mes,tejas_match,tejas_found_in
2020,NOROESTE,Tight gas,0.0,2020-03,3,False,
2020,AUSTRAL,Producción convencional,779432.688065,2020-04,4,False,
2020,AUSTRAL,Tight gas,102121.543,2020-04,4,False,
2020,CAÑADON ASFALTO,Producción convencional,0.0,2020-04,4,False,
2020,CAÑADON ASFALTO,Shale gas,0.0,2020-04,4,False,
2020,CAÑADON ASFALTO,Tight gas,0.0,2020-04,4,False,
2020,CUYANA,Producción convencional,4060.18683,2020-04,4,False,
2020,CUYANA,Shale gas,0.0,2020-04,4,False,
2020,CUYANA,Tight gas,0.0,2020-04,4,False,
2020,GOLFO SAN JORGE,Producción convencional,360046.017928461,2020-04,4,False,
2020,GOLFO SAN JORGE,Shale gas,76.48,2020-04,4,False,
2020,GOLFO SAN JORGE,Tight gas,0.0,2020-04,4,False,
2020,MALVINAS,Producción convencional,0.0,2020-04,4,False,
2020,MALVINAS,Shale gas,0.0,2020-04,4,False,
2020,MALVINAS,Tight gas,0.0,2020-04,4,False,
2020,MALVINAS OESTE,Producción convencional,0.0,2020-04,4,False,
2020,MALVINAS OESTE,Shale gas,0.0,2020-04,4,False,
2020,MALVINAS OESTE,Tight gas,0.0,2020-04,4,False,
2020,NEUQUINA,Producción convencional,739432.554725,2020-04,4,False,
2020,NEUQUINA,Shale gas,821566.647288,2020-04,4,False,
2020,NEUQUINA,Tight gas,553693.100887,2020-04,4,False,
2020,ÑIRIHUAU,Producción convencional,0.0,2020-04,4,False,
2020,ÑIRIHUAU,Shale gas,0.0,2020-04,4,False,
2020,ÑIRIHUAU,Tight gas,0.0,2020-04,4,False,
2020,NORESTE,Producción convencional,0.0,2020-04,4,False,
2020,NORESTE,Shale gas,0.0,2020-04,4,False,
2020,NORESTE,Tight gas,0.0,2020-04,4,False,
2020,NOROESTE,Producción convencional,141777.498,2020-04,4,False,
2020,NOROESTE,Shale gas,0.0,2020-04,4,False,
2020,NOROESTE,Tight gas,0.0,2020-04,4,False,
2020,ARGENTINA NORTE,Producción convencional,0.0,2020-05,5,False,
2020,ARGENTINA NORTE,Shale gas,0.0,2020-05,5,False,
2020,ARGENTINA NORTE,Tight gas,0.0,2020-05,5,False,
2020,AUSTRAL,Producción convencional,911707.214617,2020-05,5,False,
2020,AUSTRAL,Shale gas,0.0,2020-05,5,False,
2020,AUSTRAL,Tight gas,101321.541,2020-05,5,False,
2020,CAÑADON ASFALTO,Producción convencional,0.0,2020-05,5,False,
2020,CAÑADON ASFALTO,Shale gas,0.0,2020-05,5,False,
2020,CAÑADON ASFALTO,Tight gas,0.0,2020-05,5,False,
2020,CUYANA,Producción convencional,3969.95899,2020-05,5,False,
2020,CUYANA,Shale gas,0.0,2020-05,5,False,
2020,CUYANA,Tight gas,0.0,2020-05,5,False,
2020,GOLFO SAN JORGE,Producción convencional,358148.936201513,2020-05,5,False,
2020,GOLFO SAN JORGE,Shale gas,77.55,2020-05,5,False,
2020,GOLFO SAN JORGE,Tight gas,0.0,2020-05,5,False,
2020,MALVINAS,Producción convencional,0.0,2020-05,5,False,
2020,MALVINAS,Shale gas,0.0,2020-05,5,False,
2020,MALVINAS,Tight gas,0.0,2020-05,5,False,
2020,MALVINAS OESTE,Producción convencional,0.0,2020-05,5,False,
2020,MALVINAS OESTE,Shale gas,0.0,2020-05,5,False,
2020,MALVINAS OESTE,Tight gas,0.0,2020-05,5,False,
2020,NEUQUINA,Producción convencional,797541.29407101,2020-05,5,False,
2020,NEUQUINA,Shale gas,910398.140315,2020-05,5,False,
2020,NEUQUINA,Tight gas,630897.549314,2020-05,5,False,
2020,ÑIRIHUAU,Producción convencional,0.0,2020-05,5,False,
2020,ÑIRIHUAU,Shale gas,0.0,2020-05,5,False,
2020,ÑIRIHUAU,Tight gas,0.0,2020-05,5,False,
2020,NORESTE,Producción convencional,0.0,2020-05,5,False,
2020,NORESTE,Shale gas,0.0,2020-05,5,False,
2020,NORESTE,Tight gas,0.0,2020-05,5,False,
2020,NOROESTE,Producción convencional,144543.106,2020-05,5,False,
2020,NOROESTE,Shale gas,0.0,2020-05,5,False,
2020,NOROESTE,Tight gas,0.0,2020-05,5,False,
2020,ARGENTINA NORTE,Producción convencional,0.0,2020-06,6,False,
2020,ARGENTINA NORTE,Shale gas,0.0,2020-06,6,False,
2020,ARGENTINA NORTE,Tight gas,0.0,2020-06,6,False,
2020,AUSTRAL,Producción convencional,890317.951304,2020-06,6,False,
2020,AUSTRAL,Shale gas,0.0,2020-06,6,False,
2020,AUSTRAL,Tight gas,91665.295,2020-06,6,False,
2020,CAÑADON ASFALTO,Producción convencional,0.0,2020-06,6,False,
2020,CAÑADON ASFALTO,Shale gas,0.0,2020-06,6,False,
2020,CAÑADON ASFALTO,Tight gas,0.0,2020-06,6,False,
2020,CUYANA,Producción convencional,3523.87,2020-06,6,False,
2020,CUYANA,Shale gas,0.0,2020-06,6,False,
2020,CUYANA,Tight gas,0.0,2020-06,6,False,
2020,GOLFO SAN JORGE,Producción convencional,338122.33924,2020-06,6,False,
2020,GOLFO SAN JORGE,Shale gas,54.29,2020-06,6,False,
2020,GOLFO SAN JORGE,Tight gas,0.0,2020-06,6,False,
2020,MALVINAS,Producción convencional,0.0,2020-06,6,False,
2020,MALVINAS,Shale gas,0.0,2020-06,6,False,
2020,MALVINAS,Tight gas,0.0,2020-06,6,False,
2020,MALVINAS OESTE,Producción convencional,0.0,2020-06,6,False,
2020,MALVINAS OESTE,Shale gas,0.0,2020-06,6,False,
2020,MALVINAS OESTE,Tight gas,0.0,2020-06,6,False,
2020,NEUQUINA,Producción convencional,779397.28877449,2020-06,6,False,
2020,NEUQUINA,Shale gas,945873.3878945,2020-06,6,False,
2020,NEUQUINA,Tight gas,593218.641671,2020-06,6,False,
2020,ÑIRIHUAU,Producción convencional,0.0,2020-06,6,False,
2020,ÑIRIHUAU,Shale gas,0.0,2020-06,6,False,
2020,ÑIRIHUAU,Tight gas,0.0,2020-06,6,False,
2020,NORESTE,Producción convencional,0.0,2020-06,6,False,
2020,NORESTE,Shale gas,0.0,2020-06,6,False,
2020,NORESTE,Tight gas,0.0,2020-06,6,False,
2020,NOROESTE,Producción convencional,138479.412,2020-06,6,False,
2020,NOROESTE,Shale gas,0.0,2020-06,6,False,
2020,NOROESTE,Tight gas,0.0,2020-06,6,False,
2020,ARGENTINA NORTE,Producción convencional,0.0,2020-07,7,False,
2020,ARGENTINA NORTE,Shale gas,0.0,2020-07,7,False,
2020,ARGENTINA NORTE,Tight gas,0.0,2020-07,7,False,
2020,AUSTRAL,Producción convencional,907626.91016,2020-07,7,False,
2020,AUSTRAL,Shale gas,0.0,2020-07,7,False,
2020,AUSTRAL,Tight gas,90678.963,2020-07,7,False,
2020,CAÑADON ASFALTO,Producción convencional,0.0,2020-07,7,False,
2020,CAÑADON ASFALTO,Shale gas,0.0,2020-07,7,False,
2020,CAÑADON ASFALTO,Tight gas,0.0,2020-07,7,False,
2020,CUYANA,Producción convencional,4021.76913,2020-07,7,False,
2020,CUYANA,Shale gas,0.0,2020-07,7,False,
2020,CUYANA,Tight gas,0.0,2020-07,7,False,
2020,GOLFO SAN JORGE,Producción convencional,338157.49034,2020-07,7,False,
2020,GOLFO SAN JORGE,Shale gas,0.0,2020-07,7,False,
2020,GOLFO SAN JORGE,Tight gas,0.0,2020-07,7,False,
2020,MALVINAS,Producción convencional,0.0,2020-07,7,False,
2020,MALVINAS,Shale gas,0.0,2020-07,7,False,
2020,MALVINAS,Tight gas,0.0,2020-07,7,False,
2020,MALVINAS OESTE,Producción convencional,0.0,2020-07,7,False,
2020,MALVINAS OESTE,Shale gas,0.0,2020-07,7,False,
2020,MALVINAS OESTE,Tight gas,0.0,2020-07,7,False,
2020,NEUQUINA,Producción convencional,823525.35676304,2020-07,7,False,
2020,NEUQUINA,Shale gas,997564.42693995,2020-07,7,False,
2020,NEUQUINA,Tight gas,626802.349107,2020-07,7,False,
2020,ÑIRIHUAU,Producción convencional,0.0,2020-07,7,False,
2020,ÑIRIHUAU,Shale gas,0.0,2020-07,7,False,
2020,ÑIRIHUAU,Tight gas,0.0,2020-07,7,False,
2020,NORESTE,Producción convencional,0.0,2020-07,7,False,
2020,NORESTE,Shale gas,0.0,2020-07,7,False,
2020,NORESTE,Tight gas,0.0,2020-07,7,False,
2020,NOROESTE,Producción convencional,143287.176,2020-07,7,False,
2020,NOROESTE,Shale gas,0.0,2020-07,7,False,
2020,NOROESTE,Tight gas,0.0,2020-07,7,False,
2020,ARGENTINA NORTE,Producción convencional,0.0,2020-08,8,False,
2020,ARGENTINA NORTE,Shale gas,0.0,2020-08,8,False,
2020,ARGENTINA NORTE,Tight gas,0.0,2020-08,8,False,
2020,AUSTRAL,Producción convencional,896397.921356,2020-08,8,False,
2020,AUSTRAL,Shale gas,0.0,2020-08,8,False,
2020,AUSTRAL,Tight gas,88611.276,2020-08,8,False,
2020,CAÑADON ASFALTO,Producción convencional,0.0,2020-08,8,False,
2020,CAÑADON ASFALTO,Shale gas,0.0,2020-08,8,False,
2020,CAÑADON ASFALTO,Tight gas,0.0,2020-08,8,False,
2020,CUYANA,Producción convencional,4236.79607,2020-08,8,False,
2020,CUYANA,Shale gas,0.0,2020-08,8,False,
2020,CUYANA,Tight gas,0.0,2020-08,8,False,
2020,GOLFO SAN JORGE,Producción convencional,328540.02249,2020-08,8,False,
2020,GOLFO SAN JORGE,Shale gas,0.0,2020-08,8,False,
2020,GOLFO SAN JORGE,Tight gas,0.0,2020-08,8,False,
2020,MALVINAS,Producción convencional,0.0,2020-08,8,False,
2020,MALVINAS,Shale gas,0.0,2020-08,8,False,
2020,MALVINAS,Tight gas,0.0,2020-08,8,False,
2020,MALVINAS OESTE,Producción convencional,0.0,2020-08,8,False,
2020,MALVINAS OESTE,Shale gas,0.0,2020-08,8,False,
2020,MALVINAS OESTE,Tight gas,0.0,2020-08,8,False,
2020,NEUQUINA,Producción convencional,825782.16193613,2020-08,8,False,
2020,NEUQUINA,Shale gas,998006.70736587,2020-08,8,False,
2020,NEUQUINA,Tight gas,614045.544788,2020-08,8,False,
2020,ÑIRIHUAU,Producción convencional,0.0,2020-08,8,False,
2020,ÑIRIHUAU,Shale gas,0.0,2020-08,8,False,
2020,ÑIRIHUAU,Tight gas,0.0,2020-08,8,False,
2020,NORESTE,Producción convencional,0.0,2020-08,8,False,
2020,NORESTE,Shale gas,0.0,2020-08,8,False,
2020,NORESTE,Tight gas,0.0,2020-08,8,False,
2020,NOROESTE,Producción convencional,140215.997,2020-08,8,False,
2020,NOROESTE,Shale gas,0.0,2020-08,8,False,
2020,NOROESTE,Tight gas,0.0,2020-08,8,False,
2020,ARGENTINA NORTE,Producción convencional,0.0,2020-09,9,False,
2020,ARGENTINA NORTE,Shale gas,0.0,2020-09,9,False,
2020,ARGENTINA NORTE,Tight gas,0.0,2020-09,9,False,
2020,AUSTRAL,Producción convencional,868351.669024,2020-09,9,False,
2020,AUSTRAL,Shale gas,0.0,2020-09,9,False,
2020,AUSTRAL,Tight gas,89090.241,2020-09,9,False,
2020,CAÑADON ASFALTO,Producción convencional,0.0,2020-09,9,False,
2020,CAÑADON ASFALTO,Shale gas,0.0,2020-09,9,False,
2020,CAÑADON ASFALTO,Tight gas,0.0,2020-09,9,False,
2020,CUYANA,Producción convencional,3828.44855,2020-09,9,False,
2020,CUYANA,Shale gas,0.0,2020-09,9,False,
2020,CUYANA,Tight gas,0.0,2020-09,9,False,
2020,GOLFO SAN JORGE,Producción convencional,331520.39022,2020-09,9,False,
2020,GOLFO SAN JORGE,Shale gas,0.0,2020-09,9,False,
2020,GOLFO SAN JORGE,Tight gas,0.0,2020-09,9,False,
2020,MALVINAS,Producción convencional,0.0,2020-09,9,False,
2020,MALVINAS,Shale gas,0.0,2020-09,9,False,
2020,MALVINAS,Tight gas,0.0,2020-09,9,False,
2020,MALVINAS OESTE,Producción convencional,0.0,2020-09,9,False,
2020,MALVINAS OESTE,Shale gas,0.0,2020-09,9,False,
2020,MALVINAS OESTE,Tight gas,0.0,2020-09,9,False,
2020,NEUQUINA,Producción convencional,781719.14127581,2020-09,9,False,
2020,NEUQUINA,Shale gas,894122.7033382,2020-09,9,False,
2020,NEUQUINA,Tight gas,578088.257326,2020-09,9,False,
2020,ÑIRIHUAU,Producción convencional,0.0,2020-09,9,False,
2020,ÑIRIHUAU,Shale gas,0.0,2020-09,9,False,
2020,ÑIRIHUAU,Tight gas,0.0,2020-09,9,False,
2020,NORESTE,Producción convencional,0.0,2020-09,9,False,
2020,NORESTE,Shale gas,0.0,2020-09,9,False,
2020,NORESTE,Tight gas,0.0,2020-09,9,False,
2020,NOROESTE,Producción convencional,138892.161,2020-09,9,False,
2020,NOROESTE,Shale gas,0.0,2020-09,9,False,
2020,NOROESTE,Tight gas,0.0,2020-09,9,False,
2020,ARGENTINA NORTE,Producción convencional,0.0,2020-10,10,False,
2020,ARGENTINA NORTE,Shale gas,0.0,2020-10,10,False,
2020,ARGENTINA NORTE,Tight gas,0.0,2020-10,10,False,
2020,AUSTRAL,Producción convencional,891594.3513,2020-10,10,False,
2020,AUSTRAL,Shale gas,0.0,2020-10,10,False,
2020,AUSTRAL,Tight gas,102442.598,2020-10,10,False,
2020,CAÑADON ASFALTO,Producción convencional,0.0,2020-10,10,False,
2020,CAÑADON ASFALTO,Shale gas,0.0,2020-10,10,False,
2020,CAÑADON ASFALTO,Tight gas,0.0,2020-10,10,False,
2020,CUYANA,Producción convencional,4150.24081,2020-10,10,False,
2020,CUYANA,Shale gas,0.0,2020-10,10,False,
2020,CUYANA,Tight gas,0.0,2020-10,10,False,
2020,GOLFO SAN JORGE,Producción convencional,340486.00028,2020-10,10,False,
2020,GOLFO SAN JORGE,Shale gas,0.0,2020-10,10,False,
2020,GOLFO SAN JORGE,Tight gas,0.0,2020-10,10,False,
2020,MALVINAS,Producción convencional,0.0,2020-10,10,False,
2020,MALVINAS,Shale gas,0.0,2020-10,10,False,
2020,MALVINAS,Tight gas,0.0,2020-10,10,False,
2020,MALVINAS OESTE,Producción convencional,0.0,2020-10,10,False,
2020,MALVINAS OESTE,Shale gas,0.0,2020-10,10,False,
2020,MALVINAS OESTE,Tight gas,0.0,2020-10,10,False,
2020,NEUQUINA,Producción convencional,781347.42622719,2020-10,10,False,
2020,NEUQUINA,Shale gas,929428.7419417,2020-10,10,False,
2020,NEUQUINA,Tight gas,584296.612631,2020-10,10,False,
2020,ÑIRIHUAU,Producción convencional,0.0,2020-10,10,False,
2020,ÑIRIHUAU,Shale gas,0.0,2020-10,10,False,
2020,ÑIRIHUAU,Tight gas,0.0,2020-10,10,False,
2020,NORESTE,Producción convencional,0.0,2020-10,10,False,
2020,NORESTE,Shale gas,0.0,2020-10,10,False,
2020,NORESTE,Tight gas,0.0,2020-10,10,False,
2020,NOROESTE,Producción convencional,144570.321,2020-10,10,False,
2020,NOROESTE,Shale gas,0.0,2020-10,10,False,
2020,NOROESTE,Tight gas,0.0,2020-10,10,False,
2020,ARGENTINA NORTE,Producción convencional,0.0,2020-11,11,False,
2020,ARGENTINA NORTE,Shale gas,0.0,2020-11,11,False,
2020,ARGENTINA NORTE,Tight gas,0.0,2020-11,11,False,
2020,AUSTRAL,Producción convencional,834077.772166,2020-11,11,False,
2020,AUSTRAL,Shale gas,0.0,2020-11,11,False,
2020,AUSTRAL,Tight gas,98390.06,2020-11,11,False,
2020,CAÑADON ASFALTO,Producción convencional,0.0,2020-11,11,False,
2020,CAÑADON ASFALTO,Shale gas,0.0,2020-11,11,False,
2020,CAÑADON ASFALTO,Tight gas,0.0,2020-11,11,False,
2020,CUYANA,Producción convencional,4019.13937,2020-11,11,False,
2020,CUYANA,Shale gas,0.0,2020-11,11,False,
2020,CUYANA,Tight gas,0.0,2020-11,11,False,
2020,GOLFO SAN JORGE,Producción convencional,325363.8027197,2020-11,11,False,
2020,GOLFO SAN JORGE,Shale gas,17.81,2020-11,11,False,
2020,GOLFO SAN JORGE,Tight gas,0.0,2020-11,11,False,
2020,MALVINAS,Producción convencional,0.0,2020-11,11,False,
2020,MALVINAS,Shale gas,0.0,2020-11,11,False,
2020,MALVINAS,Tight gas,0.0,2020-11,11,False,
2020,MALVINAS OESTE,Producción convencional,0.0,2020-11,11,False,
2020,MALVINAS OESTE,Shale gas,0.0,2020-11,11,False,
2020,MALVINAS OESTE,Tight gas,0.0,2020-11,11,False,
2020,NEUQUINA,Producción convencional,759500.50976189,2020-11,11,False,
2020,NEUQUINA,Shale gas,780312.1025301,2020-11,11,False,
2020,NEUQUINA,Tight gas,533666.568088,2020-11,11,False,
2020,ÑIRIHUAU,Producción convencional,0.0,2020-11,11,False,
2020,ÑIRIHUAU,Shale gas,0.0,2020-11,11,False,
2020,ÑIRIHUAU,Tight gas,0.0,2020-11,11,False,
2020,NORESTE,Producción convencional,0.0,2020-11,11,False,
2020,NORESTE,Shale gas,0.0,2020-11,11,False,
2020,NORESTE,Tight gas,0.0,2020-11,11,False,
2020,NOROESTE,Producción convencional,136480.934,2020-11,11,False,
2020,NOROESTE,Shale gas,0.0,2020-11,11,False,
2020,NOROESTE,Tight gas,0.0,2020-11,11,False,
2020,ARGENTINA NORTE,Producción convencional,0.0,2020-12,12,False,
2020,ARGENTINA NORTE,Shale gas,0.0,2020-12,12,False,
2020,ARGENTINA NORTE,Tight gas,0.0,2020-12,12,False,
2020,AUSTRAL,Producción convencional,841703.471204,2020-12,12,False,
2020,AUSTRAL,Shale gas,0.0,2020-12,12,False,
2020,AUSTRAL,Tight gas,106997.265,2020-12,12,False,
2020,CAÑADON ASFALTO,Producción convencional,0.0,2020-12,12,False,
2020,CAÑADON ASFALTO,Shale gas,0.0,2020-12,12,False,
2020,CAÑADON ASFALTO,Tight gas,0.0,2020-12,12,False,
2020,CUYANA,Producción convencional,4012.03593,2020-12,12,False,
2020,CUYANA,Shale gas,0.0,2020-12,12,False,
2020,CUYANA,Tight gas,0.0,2020-12,12,False,
2020,GOLFO SAN JORGE,Producción convencional,336826.52716,2020-12,12,False,
2020,GOLFO SAN JORGE,Shale gas,9.05,2020-12,12,False,
2020,GOLFO SAN JORGE,Tight gas,0.0,2020-12,12,False,
2020,MALVINAS,Producción convencional,0.0,2020-12,12,False,
2020,MALVINAS,Shale gas,0.0,2020-12,12,False,
2020,MALVINAS,Tight gas,0.0,2020-12,12,False,
2020,MALVINAS OESTE,Producción convencional,0.0,2020-12,12,False,
2020,MALVINAS OESTE,Shale gas,0.0,2020-12,12,False,
2020,MALVINAS OESTE,Tight gas,0.0,2020-12,12,False,
2020,NEUQUINA,Producción convencional,761316.0467229,2020-12,12,False,
2020,NEUQUINA,Shale gas,782701.4954531,2020-12,12,False,
2020,NEUQUINA,Tight gas,558899.729164,2020-12,12,False,
2020,ÑIRIHUAU,Producción convencional,0.0,2020-12,12,False,
2020,ÑIRIHUAU,Shale gas,0.0,2020-12,12,False,
2020,ÑIRIHUAU,Tight gas,0.0,2020-12,12,False,
2020,NORESTE,Producción convencional,0.0,2020-12,12,False,
2020,NORESTE,Shale gas,0.0,2020-12,12,False,
2020,NORESTE,Tight gas,0.0,2020-12,12,False,
2020,NOROESTE,Producción convencional,137603.786,2020-12,12,False,
2020,NOROESTE,Shale gas,0.0,2020-12,12,False,
2020,NOROESTE,Tight gas,0.0,2020-12,12,False,
2021,ARGENTINA NORTE,Producción convencional,0.0,2021-01,1,False,
2021,ARGENTINA NORTE,Shale gas,0.0,2021-01,1,False,
2021,ARGENTINA NORTE,Tight gas,0.0,2021-01,1,False,
2021,ÑIRIHUAU,Producción convencional,0.0,2021-06,6,False,
2021,AUSTRAL,Producción convencional,856203.241823,2021-01,1,False,
2021,AUSTRAL,Shale gas,0.0,2021-01,1,False,
2021,AUSTRAL,Tight gas,110152.393,2021-01,1,False,
2021,CAÑADON ASFALTO,Producción convencional,0.0,2021-01,1,False,
2021,CAÑADON ASFALTO,Shale gas,0.0,2021-01,1,False,
2021,CAÑADON ASFALTO,Tight gas,0.0,2021-01,1,False,
2021,CUYANA,Producción convencional,3998.05689,2021-01,1,False,
2021,CUYANA,Shale gas,0.0,2021-01,1,False,
2021,CUYANA,Tight gas,0.0,2021-01,1,False,
2021,GOLFO SAN JORGE,Producción convencional,340294.73921,2021-01,1,False,
2021,GOLFO SAN JORGE,Shale gas,1.8,2021-01,1,False,
2021,GOLFO SAN JORGE,Tight gas,0.0,2021-01,1,False,
2021,MALVINAS OESTE,Producción convencional,0.0,2021-01,1,False,
2021,MALVINAS OESTE,Shale gas,0.0,2021-01,1,False,
2021,MALVINAS OESTE,Tight gas,0.0,2021-01,1,False,
2021,NEUQUINA,Producción convencional,759293.81713031,2021-01,1,False,
2021,NEUQUINA,Shale gas,831263.9622497,2021-01,1,False,
2021,NEUQUINA,Tight gas,557829.95833,2021-01,1,False,
2021,ÑIRIHUAU,Producción convencional,0.0,2021-01,1,False,
2021,ÑIRIHUAU,Shale gas,0.0,2021-01,1,False,
2021,ÑIRIHUAU,Tight gas,0.0,2021-01,1,False,
2021,NORESTE,Producción convencional,0.0,2021-01,1,False,
2021,NORESTE,Shale gas,0.0,2021-01,1,False,
2021,NORESTE,Tight gas,0.0,2021-01,1,False,
2021,NOROESTE,Producción convencional,137422.5216,2021-01,1,False,
2021,NOROESTE,Shale gas,0.0,2021-01,1,False,
2021,NOROESTE,Tight gas,0.0,2021-01,1,False,
2021,ARGENTINA NORTE,Producción convencional,0.0,2021-02,2,False,
2021,ARGENTINA NORTE,Shale gas,0.0,2021-02,2,False,
2021,ARGENTINA NORTE,Tight gas,0.0,2021-02,2,False,
2021,AUSTRAL,Producción convencional,769703.254003,2021-02,2,False,
2021,AUSTRAL,Shale gas,0.0,2021-02,2,False,
2021,AUSTRAL,Tight gas,96055.837,2021-02,2,False,
2021,CAÑADON ASFALTO,Producción convencional,0.0,2021-02,2,False,
2021,CAÑADON ASFALTO,Shale gas,0.0,2021-02,2,False,
2021,CAÑADON ASFALTO,Tight gas,0.0,2021-02,2,False,
2021,CUYANA,Producción convencional,3505.44537,2021-02,2,False,
2021,CUYANA,Shale gas,0.0,2021-02,2,False,
2021,CUYANA,Tight gas,0.0,2021-02,2,False,
2021,GOLFO SAN JORGE,Producción convencional,300487.89746,2021-02,2,False,
2021,GOLFO SAN JORGE,Shale gas,1.46,2021-02,2,False,
2021,GOLFO SAN JORGE,Tight gas,0.0,2021-02,2,False,
2021,MALVINAS OESTE,Producción convencional,0.0,2021-02,2,False,
2021,MALVINAS OESTE,Shale gas,0.0,2021-02,2,False,
2021,MALVINAS OESTE,Tight gas,0.0,2021-02,2,False,
2021,NEUQUINA,Producción convencional,675683.26848,2021-02,2,False,
2021,NEUQUINA,Shale gas,742766.305321,2021-02,2,False,
2021,NEUQUINA,Tight gas,497123.455299,2021-02,2,False,
2021,ÑIRIHUAU,Producción convencional,0.0,2021-02,2,False,
2021,ÑIRIHUAU,Shale gas,0.0,2021-02,2,False,
2021,ÑIRIHUAU,Tight gas,0.0,2021-02,2,False,
2021,NORESTE,Producción convencional,0.0,2021-02,2,False,
2021,NORESTE,Shale gas,0.0,2021-02,2,False,
2021,NORESTE,Tight gas,0.0,2021-02,2,False,
2021,NOROESTE,Producción convencional,122891.392,2021-02,2,False,
2021,NOROESTE,Shale gas,0.0,2021-02,2,False,
2021,NOROESTE,Tight gas,0.0,2021-02,2,False,
2021,ARGENTINA NORTE,Producción convencional,0.0,2021-03,3,False,
2021,ARGENTINA NORTE,Shale gas,0.0,2021-03,3,False,
2021,ARGENTINA NORTE,Tight gas,0.0,2021-03,3,False,
2021,AUSTRAL,Producción convencional,803115.447517,2021-03,3,False,
2021,AUSTRAL,Shale gas,0.0,2021-03,3,False,
2021,AUSTRAL,Tight gas,104781.699,2021-03,3,False,
2021,CAÑADON ASFALTO,Producción convencional,0.0,2021-03,3,False,
2021,CAÑADON ASFALTO,Shale gas,0.0,2021-03,3,False,
2021,CAÑADON ASFALTO,Tight gas,0.0,2021-03,3,False,
2021,CUYANA,Producción convencional,3936.97589,2021-03,3,False,
2021,CUYANA,Shale gas,0.0,2021-03,3,False,
2021,CUYANA,Tight gas,0.0,2021-03,3,False,
2021,GOLFO SAN JORGE,Producción convencional,333145.31278,2021-03,3,False,
2021,GOLFO SAN JORGE,Shale gas,2.46,2021-03,3,False,
2021,GOLFO SAN JORGE,Tight gas,0.0,2021-03,3,False,
2021,MALVINAS OESTE,Producción convencional,0.0,2021-03,3,False,
2021,MALVINAS OESTE,Shale gas,0.0,2021-03,3,False,
2021,MALVINAS OESTE,Tight gas,0.0,2021-03,3,False,
2021,NEUQUINA,Producción convencional,761129.50602698,2021-03,3,False,
2021,NEUQUINA,Shale gas,858900.168172,2021-03,3,False,
2021,NEUQUINA,Tight gas,548591.066581,2021-03,3,False,
2021,ÑIRIHUAU,Producción convencional,0.0,2021-03,3,False,
2021,ÑIRIHUAU,Shale gas,0.0,2021-03,3,False,
2021,ÑIRIHUAU,Tight gas,0.0,2021-03,3,False,
2021,NORESTE,Producción convencional,0.0,2021-03,3,False,
2021,NORESTE,Shale gas,0.0,2021-03,3,False,
2021,NORESTE,Tight gas,0.0,2021-03,3,False,
2022,NORESTE,Tight gas,0.0,2022-11,11,False,
2021,NOROESTE,Producción convencional,136639.671,2021-03,3,False,
2021,NOROESTE,Shale gas,0.0,2021-03,3,False,
2021,NOROESTE,Tight gas,0.0,2021-03,3,False,
2021,ARGENTINA NORTE,Producción convencional,0.0,2021-04,4,False,
2021,ARGENTINA NORTE,Shale gas,0.0,2021-04,4,False,
2021,ARGENTINA NORTE,Tight gas,0.0,2021-04,4,False,
2021,AUSTRAL,Producción convencional,815813.734025,2021-04,4,False,
2021,AUSTRAL,Shale gas,0.0,2021-04,4,False,
2021,AUSTRAL,Tight gas,101699.543,2021-04,4,False,
2021,CAÑADON ASFALTO,Producción convencional,0.0,2021-04,4,False,
2021,CAÑADON ASFALTO,Shale gas,0.0,2021-04,4,False,
2021,CAÑADON ASFALTO,Tight gas,0.0,2021-04,4,False,
2021,CUYANA,Producción convencional,3921.65,2021-04,4,False,
2021,CUYANA,Shale gas,0.0,2021-04,4,False,
2021,CUYANA,Tight gas,0.0,2021-04,4,False,
2021,GOLFO SAN JORGE,Producción convencional,321966.419,2021-04,4,False,
2021,GOLFO SAN JORGE,Shale gas,2.39,2021-04,4,False,
2021,GOLFO SAN JORGE,Tight gas,0.0,2021-04,4,False,
2021,MALVINAS OESTE,Producción convencional,0.0,2021-04,4,False,
2021,MALVINAS OESTE,Shale gas,0.0,2021-04,4,False,
2021,MALVINAS OESTE,Tight gas,0.0,2021-04,4,False,
2021,NEUQUINA,Producción convencional,732766.8908008,2021-04,4,False,
2021,NEUQUINA,Shale gas,785794.9949955,2021-04,4,False,
2021,NEUQUINA,Tight gas,535558.45132371,2021-04,4,False,
2021,ÑIRIHUAU,Producción convencional,0.0,2021-04,4,False,
2021,ÑIRIHUAU,Shale gas,0.0,2021-04,4,False,
2021,ÑIRIHUAU,Tight gas,0.0,2021-04,4,False,
2021,NORESTE,Producción convencional,0.0,2021-04,4,False,
2021,NORESTE,Shale gas,0.0,2021-04,4,False,
2021,NORESTE,Tight gas,0.0,2021-04,4,False,
2021,NOROESTE,Producción convencional,129673.293,2021-04,4,False,
2021,NOROESTE,Shale gas,0.0,2021-04,4,False,
2021,NOROESTE,Tight gas,0.0,2021-04,4,False,
2021,ARGENTINA NORTE,Producción convencional,0.0,2021-05,5,False,
2021,ARGENTINA NORTE,Shale gas,0.0,2021-05,5,False,
2021,ARGENTINA NORTE,Tight gas,0.0,2021-05,5,False,
2021,AUSTRAL,Producción convencional,836625.405452,2021-05,5,False,
