comentarios_de_geometria,modificacion_planos_base,alta_planos_base,participacion_en_consorcio,codigo_de_sesco,empresa_informante,nombre_de_area,geojson,empresa_operadora_sesco,tejas_match,tejas_found_in
,2015-10-21T10:54:12,2013-04-10T17:08:04,<br> EDHIPSA: 10 %<br> PETROLERA DEL COMAHUE S.A.: 90 %,AGR,PETROLERA DEL COMAHUE S.A.,GENERAL ROCA ,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.5116599617627,-39.0707822655564],[-67.5116598539999,-39.070782301],[-67.4970666089999,-39.0705932029999],[-67.497449407,-39.0525841629999],[-67.547108023,-39.0532200579999],[-67.546737836,-39.0712295],[-67.5312346554253,-39.0710331542738],[-67.542616752,-39.084933371],[-67.55838346,-39.0829333209999],[-67.5674066169999,-39.0854733809999],[-67.570566721,-39.092533315],[-67.5838001019999,-39.101400015],[-67.6019623159999,-39.1126210469999],[-67.6133333699999,-39.110277792],[-67.633611166,-39.1094444379999],[-67.647732648,-39.1103451769999],[-67.658241462,-39.107998419],[-67.660205678,-39.105260711],[-67.66591669,-39.0982333299999],[-67.6888000679999,-39.096083302],[-67.70056615,-39.091240338],[-67.702883454,-39.081800028],[-67.7052778959999,-39.0786110999999],[-67.7175001219999,-39.0741666869999],[-67.727500089,-39.064166711],[-67.7400498309999,-39.0513143639999],[-67.741544785,-38.9672349799999],[-67.4993196879999,-38.9643390109999],[-67.496808732,-39.0827237009999],[-67.5109773659999,-39.0801473289999],[-67.5082937589999,-39.073489383],[-67.5116599617627,-39.0707822655564]],[[-67.6534898209998,-39.0473053719999],[-67.6538324819999,-39.0292950319999],[-67.6769232959999,-39.0295623289999],[-67.6765864949999,-39.047572838],[-67.6534898209998,-39.0473053719999]]]]}",PETROLERA DEL COMAHUE S.A.,False,
,2023-01-11T14:45:34,2013-01-28T17:06:21,<br> YPF S.A.: 50.00 %<br> PLUSPETROL S.A.: 50.00 %,CRAR,YPF S.A.,CERRO ARENA ,"{""type"":""MultiPolygon"",""coordinates"":[[[[-69.762817548,-37.86349417],[-69.762290722,-37.9057053999999],[-69.747622787,-37.905709394],[-69.748386105,-37.958588602],[-69.62499157,-37.9589115539999],[-69.5443364929999,-37.95930401],[-69.5460081799999,-38.184524031],[-69.635174368,-38.184103835],[-69.634498021,-38.106151246],[-69.70827571,-38.1057039949999],[-69.707133991,-37.9854912069999],[-69.807313042,-37.9847997539999],[-69.8064490479999,-37.9037422449999],[-69.8291781189999,-37.903587466],[-69.828724821,-37.8630489889999],[-69.762817548,-37.86349417]]]]}",YPF S.A.,False,
,2020-01-28T15:17:55,2013-01-28T17:06:21,<br> YPF S.A.: 100 %,CHQV,YPF S.A.,CHASQUIVIL  ,"{""type"":""MultiPolygon"",""coordinates"":[[[[-69.516062146,-38.6458651839999],[-69.516490844,-38.7076378199999],[-69.619144261,-38.7071343699999],[-69.61905358,-38.69744394],[-69.711829101,-38.69691599],[-69.7111830159999,-38.628315066],[-69.616986963,-38.628801169],[-69.617132335,-38.64536828],[-69.573502433,-38.645582783],[-69.516062146,-38.6458651839999]]]]}",YPF S.A.,False,
,2023-01-11T14:45:34,2013-01-28T17:06:21,<br> PLUSPETROL S.A.: 50.00 %<br> YPF S.A.: 50.00 %,LTAC,YPF S.A.,LAS TACANAS ,"{""type"":""MultiPolygon"",""coordinates"":[[[[-69.5731306759999,-38.598774523],[-69.4411596739999,-38.599415338],[-69.441346483,-38.644556103],[-69.231171638,-38.645077605],[-69.2315079749999,-38.749489688],[-69.459291223,-38.748816631],[-69.457686697,-38.7085226259999],[-69.516490844,-38.7076378199999],[-69.516062147,-38.6458651839999],[-69.573502522,-38.645594089],[-69.5731306759999,-38.598774523]]]]}",YPF S.A.,False,
,,2023-01-31T11:04:23,<br> TOTAL AUSTRAL S.A.: 50.00 %<br> BP EXPLORATION ARGENTINA LIMITED SUCURSAL ARGENTINA: 50.00 %,Q004,TOTAL AUSTRAL S.A.,CAN_113,"{""type"":""MultiPolygon"",""coordinates"":[[[[-57.094899941998,-41.9827998887223],[-57.6215780999615,-42.6125005502878],[-58.4280000430605,-42.2288998430389],[-57.9012000004911,-41.5899999060375],[-57.094899941998,-41.9827998887223]]]]}",TOTAL AUSTRAL S.A.,False,
,2023-03-01T12:34:17,2013-04-04T17:28:13,<br> INTEGRACION ENERGETICA ARGENTINA S.A.: 20.00 %<br> PLUSPETROL S.A.: 80.00 %,LBLA,PLUSPETROL S.A.,LAGUNA BLANCA (CNQ-12),"{""type"":""MultiPolygon"",""coordinates"":[[[[-70.089391205,-38.5770948759999],[-70.093454644,-38.8472909339999],[-70.151033925,-38.846741357],[-70.158397897,-39.296980295],[-70.3322405329999,-39.295120604],[-70.3449073259999,-39.95243428],[-70.4969883319999,-39.9505699119999],[-70.495029578,-39.8605374699999],[-70.6001691879999,-39.859165935],[-70.597468933,-39.742115649],[-70.5865105629999,-39.7277927809999],[-70.5846065709999,-39.722650539],[-70.582645036,-39.714881369],[-70.579268681,-39.70430479],[-70.580692058,-39.690621323],[-70.575232641,-39.680373539],[-70.5679819329999,-39.6737010329999],[-70.579545749,-39.666868829],[-70.5810669479999,-39.6599829899999],[-70.575413456,-39.655973057],[-70.576491013,-39.6489650359999],[-70.573572688,-39.6406888459999],[-70.572541743,-39.635560509],[-70.576447496,-39.6327740249999],[-70.572504442,-39.6244340539999],[-70.570148788,-39.6191630279999],[-70.57067578,-39.609115324],[-70.5712810319999,-39.606495176],[-70.57805985,-39.607065233],[-70.5792298439999,-39.594693348],[-70.576715177,-39.5894479149999],[-70.573023689,-39.584891392],[-70.583047979,-39.579054953],[-70.588517601,-39.5724349659999],[-70.5864196639999,-39.5679494619999],[-70.588932444,-39.564069843],[-70.588091565,-39.56076697],[-70.5843640319999,-39.556675454],[-70.589968706,-39.550842581],[-70.599498689,-39.5491922639999],[-70.601712772,-39.545120862],[-70.5974109749999,-39.5421526379999],[-70.598773966,-39.532067549],[-70.6019471229999,-39.524012269],[-70.615487485,-39.5095957079999],[-70.6224318019999,-39.498429221],[-70.621606368,-39.490513246],[-70.6252773589999,-39.487340224],[-70.622974039,-39.4772729439999],[-70.628061383,-39.464810234],[-70.623547732,-39.45673507],[-70.653062324,-39.426138054],[-70.664163382,-38.840834596],[-70.847529792,-38.8377527389999],[-70.851089396,-38.615863772],[-70.8379067129999,-38.6110044129999],[-70.840388541,-38.603075003],[-70.83156561,-38.594952141],[-70.834739994,-38.590299661],[-70.8393939589999,-38.58638244],[-70.840978177,-38.577074931],[-70.8383853989999,-38.569913965],[-70.836481081,-38.5677521069999],[-70.089391205,-38.5770948759999]]]]}",PLUSPETROL S.A.,False,
,2023-01-11T14:45:34,2017-01-30T12:57:22,<br> KILWER S.A.: 5.00 %<br> ENERGIA MENDOCINA S.A.: 10.00 %<br> YPF S.A.: 80.00 %<br> KETSAL S.A.: 5.00 %,ZAMN,YPF S.A.,Zampal Norte,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.613030113,-33.214062504],[-68.4322548869999,-33.444124803],[-68.4974717269999,-33.444406246],[-68.49766392,-33.4110479349999],[-68.612151973,-33.411458668],[-68.612630253,-33.300578811],[-68.677031271,-33.3007664529999],[-68.677200343,-33.2646823539999],[-68.612806775,-33.2644972489999],[-68.613030113,-33.214062504]]]]}",YPF S.A.,False,
,2015-10-21T10:54:12,2013-04-10T17:08:04,<br> PETROLERA DEL COMAHUE S.A.: 90.00 %<br> EDHIPSA: 10.00 %,ABO,PETROLERA DEL COMAHUE S.A.,"BLANCO DE LOS OLIVOS - BLOQUE ""A""","{""type"":""MultiPolygon"",""coordinates"":[[[[-67.2015083789999,-38.49223434],[-67.2000071229999,-38.552514489],[-67.2011213159018,-38.5525162146856],[-67.2688284939999,-38.5526210809999],[-67.2697114009999,-38.5157809609999],[-67.3155554029999,-38.5164495489999],[-67.316079846,-38.493938075],[-67.2015083789999,-38.49223434]]],[[[-66.9391858032706,-38.4544294941127],[-66.934692485301,-38.4548202174144],[-66.9317620605383,-38.4542341324618],[-66.9292223590773,-38.4530619625568],[-66.9266826576163,-38.4507176227466],[-66.9235568712027,-38.4481779212855],[-66.921993977996,-38.4466150280788],[-66.9190635532333,-38.4460289431262],[-66.9153516818671,-38.4454428581737],[-66.9102722789451,-38.4454428581737],[-66.9048021527213,-38.4454428581737],[-66.8991366648467,-38.4460289431262],[-66.8956201551315,-38.4472011130313],[-66.8944479852265,-38.4485686445872],[-66.8919082837654,-38.4511083460483],[-66.8907361138603,-38.4544294941127],[-66.8895639439553,-38.4571645572245],[-66.8868288808434,-38.4597042586855],[-66.8838984560807,-38.4620485984957],[-66.8799912230636,-38.4630254067499],[-66.8772561599519,-38.4645882999567],[-66.8745210968399,-38.465565108211],[-66.870613863823,-38.4665419164652],[-66.8670973541078,-38.4679094480211],[-66.8627993977891,-38.4694723412279],[-66.8602596963281,-38.4724027659907],[-66.8569385482637,-38.4747471058008],[-66.8522498686433,-38.4759192757059],[-66.8489287205789,-38.4761146373568],[-66.8436539560061,-38.4761146373568],[-66.8389652763857,-38.4755285524042],[-66.8338858734637,-38.4759192757059],[-66.8270482156839,-38.4776775305635],[-66.8221641744128,-38.4794357854212],[-66.8182569413959,-38.4811940402788],[-66.8133729001245,-38.4823662101839],[-66.8070509629999,-38.4833919849999],[-66.804116242,-38.6500828279999],[-66.896005343,-38.6494150729998],[-66.894774266,-38.550335119],[-66.959351377,-38.5517262239999],[-66.9758627571553,-38.5517995976418],[-66.976169948339,-38.4435493256711],[-66.9727880072164,-38.443684603316],[-66.9690761358503,-38.4452474965228],[-66.9649735411825,-38.4472011130313],[-66.9610663081655,-38.4499361761431],[-66.9561822668942,-38.4520851543025],[-66.9511028639723,-38.4534526858584],[-66.9444605678434,-38.4538434091601],[-66.9391858032706,-38.4544294941127]]]]}",PETROLERA DEL COMAHUE S.A.,False,
,2015-01-16T17:11:57,2013-09-12T16:36:17,<br> GAS Y PETROLEO DEL NEUQUEN S.A.: 100 %,SLLS,PETROLERA PAMPA S.A. ,SENILLOSA,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.3605282664107,-39.0088202478519],[-68.361529292057,-39.0095193172966],[-68.36209662609,-39.0099818094287],[-68.362500666924,-39.0103082923015],[-68.3631424897196,-39.0108342396742],[-68.3639447815774,-39.0114916689695],[-68.365292018033,-39.0125393863667],[-68.366106931187,-39.0134040445584],[-68.3666811372598,-39.0140737267637],[-68.3672556718877,-39.0150316515401],[-68.367949647991,-39.0158686177897],[-68.3686758319493,-39.0166562122775],[-68.3697687760981,-39.0174277689332],[-68.3707717304015,-39.0179331054386],[-68.3717701215853,-39.0183032945832],[-68.3727176399452,-39.0185515989026],[-68.3737890084805,-39.0188320870664],[-68.3748266987193,-39.0190042935897],[-68.3758639981642,-39.0192215268545],[-68.3765989251146,-39.0196848447256],[-68.3773018692455,-39.019846232297],[-68.3782698315103,-39.0200720816631],[-68.3787370762457,-39.0204483868059],[-68.3794223320258,-39.0209834832126],[-68.3801206785674,-39.0213429967611],[-68.3808827353368,-39.0216803252515],[-68.3812472616294,-39.0219209609709],[-68.381886025799,-39.0221630489823],[-68.3823140787084,-39.022070736441],[-68.3828893014844,-39.0223169862957],[-68.3835220277173,-39.0225905600468],[-68.3841231221823,-39.0228504519546],[-68.3855434672979,-39.0231822160329],[-68.3864888752308,-39.0233538328109],[-68.3873128112147,-39.0235518268202],[-68.3878699274191,-39.0238925369167],[-68.3884683562995,-39.024129873442],[-68.3892610174055,-39.0242736440974],[-68.3900542623142,-39.0243498553639],[-68.3911250653772,-39.0243779684682],[-68.3920116938224,-39.0243375549053],[-68.3939113919329,-39.0246627069882],[-68.395270208754,-39.0254489172776],[-68.3960254841449,-39.0265967964248],[-68.396694680908,-39.0270056016876],[-68.3973331237261,-39.0272971453395],[-68.3987642915555,-39.0277323919732],[-68.4004162212822,-39.0276688338632],[-68.4016974075653,-39.0277474730743],[-68.4027248186812,-39.0281355615315],[-68.4036232847669,-39.0287526757267],[-68.404283620436,-39.0291929187888],[-68.4050121196341,-39.0297686198818],[-68.4061339683444,-39.0306075401881],[-68.4072577525623,-39.0315635583308],[-68.4080985969059,-39.0321758412901],[-68.4091535162955,-39.032739660919],[-68.4105102944258,-39.0334626299183],[-68.41179034083,-39.0340410745962],[-68.4131624447163,-39.0343137099889],[-68.4140207613053,-39.0342189414426],[-68.4148483291913,-39.0336511132199],[-68.4158362763103,-39.0325391222978],[-68.416698529909,-39.0316111501642],[-68.4182064939959,-39.0304521960108],[-68.4190372401708,-39.0298393153019],[-68.4199565486082,-39.0293394641276],[-68.4207243242105,-39.0290099978354],[-68.4216133456584,-39.0286811276982],[-68.4224382593423,-39.0284239942492],[-68.4234494654106,-39.0283344167096],[-68.4245779023224,-39.028385026761],[-68.4256768517175,-39.0285120454376],[-68.4270805157009,-39.0288026878242],[-68.429062701976,-39.0293168329024],[-68.4306159752785,-39.0300360265907],[-68.4319835347819,-39.0308758981596],[-68.4328912777141,-39.0314522982958],[-68.4340531017205,-39.0320299243879],[-68.4350426844142,-39.0324851020508],[-68.4362135623236,-39.0330177124086],[-68.4368461994044,-39.0333405386229],[-68.4380079441289,-39.0339361401299],[-68.4387404743515,-39.0344080628535],[-68.4397114101628,-39.0350387595217],[-68.4408974533166,-39.0358551353104],[-68.4416092798844,-39.0363944977724],[-68.4425363569981,-39.037101525525],[-68.4437542281805,-39.0379180242574],[-68.4450010013907,-39.0387346477553],[-68.4457248248249,-39.0392245002457],[-68.4462763261098,-39.0395964314474],[-68.4469338962343,-39.0400679466564],[-68.4478872721292,-39.0407480335795],[-68.4488529161873,-39.041338094631],[-68.4495609355178,-39.0416386889251],[-68.4502904649338,-39.0417727396748],[-68.4511786021047,-39.0419345550846],[-68.4519719418543,-39.0420328651527],[-68.4525813531419,-39.0423915271741],[-68.4532048612477,-39.0427952900952],[-68.4537364594419,-39.0431355660496],[-68.4544983774531,-39.0435669929951],[-68.4551361027387,-39.044002338654],[-68.4556831251617,-39.0442165713739],[-68.4562624327522,-39.0443633950473],[-68.4569960632105,-39.0443442938186],[-68.4576924296179,-39.0442889843183],[-68.4584350314009,-39.0442293815463],[-68.4591812064026,-39.044079714605],[-68.4598117022463,-39.0439520261816],[-68.4602975069455,-39.0438641991167],[-68.4609126024752,-39.0438625398878],[-68.4615476719741,-39.0438924962327],[-68.4624704796176,-39.044058889575],[-68.4638428083862,-39.0443534492946],[-68.4650939015705,-39.0446429331383],[-68.466312698664,-39.0450043166101],[-68.4678689947315,-39.0454167694432],[-68.4693309146962,-39.0460944963896],[-68.4702444286268,-39.0467381888024],[-68.4713370008432,-39.0477700125405],[-68.4723359547398,-39.0489680429785],[-68.4730625686732,-39.0498991105082],[-68.4736020022212,-39.0511490983429],[-68.4746045816777,-39.0526488795721],[-68.4754505709001,-39.0534588670298],[-68.4771225914622,-39.0546598809455],[-68.4786155661405,-39.0554727441604],[-68.4797411092202,-39.0559821955121],[-68.4810605234475,-39.0568392909442],[-68.4821751716543,-39.0576594320488],[-68.4839680228366,-39.0589554635439],[-68.4852151078874,-39.0598437182644],[-68.4871322680539,-39.0611402495375],[-68.4885601959038,-39.0621959037557],[-68.4898383253008,-39.0632013434973],[-68.4912670461671,-39.0641578844828],[-68.492699500029,-39.0650018294036],[-68.4938234629956,-39.0657678536863],[-68.4947367466138,-39.0665104355363],[-68.4962259086911,-39.0675167190519],[-68.4977801631207,-39.0683115858122],[-68.4993364889158,-39.0688181983398],[-68.5009812124102,-39.0694918085286],[-68.5021108831857,-39.0698794590457],[-68.5032395876925,-39.070406711892],[-68.5042444085775,-39.0708883893425],[-68.5050978063966,-39.071130714919],[-68.5058308875468,-39.0712284032902],[-68.5067505123872,-39.0710881755592],[-68.5074858805844,-39.0708570867707],[-68.5089270427836,-39.0700750017685],[-68.5104609218236,-39.069248250149],[-68.5115236693082,-39.0684555359645],[-68.5129936553481,-39.067669017119],[-68.5139911653757,-39.0671147085721],[-68.51475892177,-39.066784625192],[-68.5153411566615,-39.0665483454661],[-68.5159833705998,-39.066411395185],[-68.5171161752975,-39.066344030675],[-68.5180310503197,-39.066464913934],[-68.5187345434973,-39.0666614823245],[-68.5195186281479,-39.0659496236308],[-68.7449557401996,-39.0666415276918],[-68.7453580607316,-38.9602312314825],[-68.2060626031479,-38.9582341730955],[-68.1886039518218,-38.9687179675563],[-68.1826404435344,-38.9695667346148],[-68.182891924148,-38.9697714081028],[-68.1845013649262,-38.9705438091962],[-68.1863878569311,-38.9710568995549],[-68.1883266003622,-38.9712910871365],[-68.1899280629201,-38.9712526734565],[-68.190843833184,-38.9711374243309],[-68.1919630502291,-38.9708884628089],[-68.1929507491611,-38.9705349935052],[-68.1943658996364,-38.9701349257441],[-68.1958066379441,-38.9697665437139],[-68.196875255624,-38.9696523003485],[-68.1976674097828,-38.9697523294058],[-68.1983674577843,-38.9700904221467],[-68.198820962371,-38.9705484210446],[-68.1996403523344,-38.9707927455231],[-68.2007991070769,-38.9708727481277],[-68.2018698099506,-38.9708305342567],[-68.2025876949135,-38.970866968679],[-68.2036676150574,-38.9710319764087],[-68.2048220984261,-38.971494733525],[-68.2056515997993,-38.9718696951593],[-68.2062895038309,-38.9720947222556],[-68.2071170393859,-38.9723885915972],[-68.2076017696168,-38.9726395935122],[-68.2082098381449,-38.9729544836554],[-68.2087440652328,-38.9731652824113],[-68.2091071730816,-38.9731992706218],[-68.209779985414,-38.9731794087463],[-68.2108216068441,-38.9733820224349],[-68.2121559704459,-38.9737603511597],[-68.2129751888911,-38.9742883208158],[-68.213853105283,-38.9749878248169],[-68.2146374352574,-38.9758037913124],[-68.2153916414345,-38.9764754281706],[-68.2162992559165,-38.977364273184],[-68.217145014255,-38.9781085743666],[-68.2179039864137,-38.9786135861116],[-68.2187237984668,-38.9790964812616],[-68.2196063295248,-38.9793861265536],[-68.2203340932504,-38.9798458757282],[-68.22087927932,-38.9803809660854],[-68.22138047917,-38.9813117661428],[-68.2217116356028,-38.9820934622262],[-68.2218886021487,-38.982535545019],[-68.2220948348106,-38.9832728787717],[-68.2223018036112,-38.9839433116802],[-68.2226750887031,-38.985083189446],[-68.2228606383872,-38.9857534784926],[-68.2231609923151,-38.9864898228297],[-68.2235211567226,-38.9870642027018],[-68.224121043394,-38.9876176567427],[-68.2246102832985,-38.987999228085],[-68.2254626735069,-38.9884192389737],[-68.2260797103363,-38.988725087844],[-68.2267656554401,-38.9890629167186],[-68.2278301130025,-38.9896194294614],[-68.2286217757314,-38.990056920214],[-68.2293892990952,-38.990429970936],[-68.2301998740669,-38.9907865743403],[-68.23079650667,-38.9911083092416],[-68.2315863886242,-38.9913978613259],[-68.231992680413,-38.9914841679803],[-68.2324004185487,-38.9914366721834],[-68.2330033851284,-38.9911730163448],[-68.2334581329675,-38.9907411204897],[-68.2340439852552,-38.9900759150309],[-68.2344799913696,-38.9893929971551],[-68.2352408669426,-38.988394407062],[-68.2360847450127,-38.9876472502057],[-68.237400424626,-38.9868697189523],[-68.2382626443398,-38.9864070136155],[-68.2394668338841,-38.9860301629916],[-68.2404334971814,-38.9858190172904],[-68.2413985482517,-38.9857583901499],[-68.2427468373273,-38.9859344116089],[-68.2437299366801,-38.9861916828164],[-68.2448740569459,-38.9864161810431],[-68.2459233155178,-38.9867832711578],[-68.246791868448,-38.9870501017891],[-68.2477004869787,-38.9873487109246],[-68.2486003827136,-38.9876950671362],[-68.2500468215918,-38.9881204544954],[-68.2512687770048,-38.988699074776],[-68.2519733472053,-38.9889544889819],[-68.2527838036595,-38.9890657978715],[-68.2535491561097,-38.9889986358201],[-68.2541019904614,-38.9888355304738],[-68.2547429383311,-38.9885243597656],[-68.2552090141177,-38.9881039780585],[-68.2557624424604,-38.9876075869534],[-68.256321481436,-38.9868500081361],[-68.2568459337196,-38.986087702416],[-68.2571591962912,-38.985378095583],[-68.2575932029625,-38.9847097903859],[-68.2586144001961,-38.9836218577633],[-68.259227604293,-38.983197890387],[-68.2600552082674,-38.9829644395604],[-68.2610960638768,-38.9827548524938],[-68.2624407149584,-38.9827408406574],[-68.2642023825283,-38.9831347867198],[-68.265841548985,-38.9836585460494],[-68.2670062347533,-38.9840306769555],[-68.2686181333293,-38.9846848365515],[-68.2698887673408,-38.9851386713626],[-68.2710444279703,-38.9855512398375],[-68.2720889648934,-38.9858279893801],[-68.2732160905585,-38.9859295954174],[-68.2741328331363,-38.9860073629406],[-68.2752933547667,-38.9859470194692],[-68.2772194934204,-38.9857878218424],[-68.2795706530401,-38.9855411410966],[-68.2809693847901,-38.9853200743817],[-68.2824229709184,-38.9850948244009],[-68.2839699152814,-38.9847665414825],[-68.2852450575914,-38.9844951229505],[-68.286124571048,-38.984257301161],[-68.2871921510612,-38.9839665759549],[-68.288323554751,-38.9836401996981],[-68.289557759948,-38.9832849757786],[-68.2904817190583,-38.9830397018822],[-68.291278264965,-38.9826765621043],[-68.2920329444501,-38.9822128044807],[-68.292315182991,-38.9818465359311],[-68.2929426060583,-38.9812481892916],[-68.2935065644194,-38.9805658229632],[-68.2937475938379,-38.9800320373137],[-68.2940965902619,-38.9794152722886],[-68.2943374452085,-38.9788982106313],[-68.2947495525066,-38.978398909975],[-68.2950754461376,-38.9779492662341],[-68.2954875426899,-38.9774499627915],[-68.295963418449,-38.9770012218732],[-68.296374675602,-38.976585542168],[-68.2969136633711,-38.9762542626994],[-68.2975810428902,-38.9759404800337],[-68.2983339591433,-38.9756439342964],[-68.2990860447792,-38.9754310107561],[-68.2995585890462,-38.9753167632425],[-68.3003309423393,-38.9752210382181],[-68.3015301861161,-38.9752951282321],[-68.3023387311406,-38.9755458984301],[-68.3032083525241,-38.9760059806685],[-68.3039345142944,-38.9766813843394],[-68.3043864553287,-38.9773731643911],[-68.3047069130411,-38.9782353045564],[-68.3047325685884,-38.9794469857395],[-68.304743315457,-38.9801181192542],[-68.3046552023569,-38.9811624807744],[-68.3044133871071,-38.9822869946521],[-68.3039791382079,-38.9834220690302],[-68.3037407975953,-38.9840890147961],[-68.3036428711246,-38.9846604153498],[-68.3036887148333,-38.9852822157952],[-68.303812344334,-38.9862107398534],[-68.3041946326426,-38.9872443941575],[-68.3051944464553,-38.9885699701002],[-68.3057694163769,-38.9890823236247],[-68.3066784767714,-38.9896597133785],[-68.3074994666438,-38.9900969551127],[-68.3087160239883,-38.9905095124553],[-68.3103629976681,-38.9908750599624],[-68.3124052873124,-38.9912429145441],[-68.314509321722,-38.9914939969974],[-68.3166131549922,-38.9917675594383],[-68.3183216581369,-38.9920432787889],[-68.31947866764,-38.9923562922092],[-68.3208076525339,-38.992791898399],[-68.3222259319119,-38.9932460234719],[-68.3236155032506,-38.9936864534593],[-68.3244606713606,-38.9940246322358],[-68.3254093417226,-38.9944039376985],[-68.3262220600648,-38.9948184809567],[-68.3270537419018,-38.9953829887937],[-68.3277788243316,-38.9957718753289],[-68.3285675822227,-38.9962280293207],[-68.3293576132837,-38.996550374276],[-68.3302493004289,-38.9967828121189],[-68.3313233438092,-38.9972139854885],[-68.3322200952806,-38.9975871017875],[-68.3328397874566,-38.9977913634761],[-68.3336314244039,-38.9979464249268],[-68.3343584499092,-38.9981345651624],[-68.3349570323693,-38.9983052424287],[-68.3356421356531,-38.9983927774394],[-68.3365207712551,-38.9984145036279],[-68.3383241955589,-38.9982596310637],[-68.3393728880628,-38.9982801503835],[-68.3404526074745,-38.9987370427869],[-68.3412825281295,-38.9991786013679],[-68.3420696812073,-38.9998766302803],[-68.3428933567195,-39.0006397510632],[-68.34370380372,-39.0013630848211],[-68.3441932855972,-39.0019265740202],[-68.3448444477224,-39.0024420358764],[-68.3456291550066,-39.0027023414709],[-68.346217571535,-39.0029103616627],[-68.3472935477737,-39.0029775725588],[-68.3483652870769,-39.00286646436],[-68.3496807566267,-39.0026125830947],[-68.3504855490795,-39.0024223966467],[-68.3517350052177,-39.0020710833144],[-68.3529830507208,-39.0018732898205],[-68.3539022178786,-39.0017760228844],[-68.3546951191169,-39.0018297389366],[-68.3554583566755,-39.0020005990745],[-68.3560669326176,-39.0023597609285],[-68.3562388482994,-39.002815594925],[-68.356471329386,-39.0032762665389],[-68.3568147741055,-39.0039131981851],[-68.3571578580793,-39.004590661101],[-68.3574655345882,-39.005037397528],[-68.3578060030215,-39.0056841533177],[-68.3580778901848,-39.0062576337719],[-68.3587112690399,-39.0070718031746],[-68.3591889341381,-39.0075518318479],[-68.3599821693374,-39.008245269291],[-68.3605282664107,-39.0088202478519]]]]}",PETROLERA PAMPA S.A. ,False,
,2015-12-16T14:12:53,2014-01-30T14:20:49,<br> OIL M&S S.A.: 100 %,PMSO,OIL M&S S.A.,PAMPA MARIA SANTISIMA OESTE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-69.7135758772862,-45.8492072937516],[-69.3327190429338,-45.8508453828389],[-69.3407009554124,-45.856267538122],[-69.3388216257934,-45.8592064012422],[-69.3414375778643,-45.8659167542146],[-69.348084632054,-45.8668429156807],[-69.3562439779391,-45.8710757407404],[-69.3650476486391,-45.8700071189918],[-69.3743154845586,-45.8725898314087],[-69.389028749023,-45.8831382900145],[-69.3905386376192,-45.8857825372829],[-69.3991412418322,-45.8942687261477],[-69.4026092377933,-45.9050433651861],[-69.3937738504282,-45.923416123485],[-69.4001401044507,-45.9249728935237],[-69.3978351118028,-45.9435699417981],[-69.4040542390345,-45.9434059436488],[-69.4284165778116,-45.961518989113],[-69.4264658035385,-45.9648950384571],[-69.4365117775035,-45.9711129742833],[-69.4590755460846,-45.9795155664062],[-69.4682970456594,-45.9840278627759],[-69.4782282799946,-45.9878255521493],[-69.4884614108866,-45.9909812848349],[-69.4997786608836,-46.0013170191004],[-69.5383926317538,-46.0011853415753],[-69.5606896414286,-45.9954170083485],[-69.5661956528674,-45.985031954211],[-69.5783953798215,-45.9802226962614],[-69.5843131625564,-45.9694437900773],[-69.5938348592536,-45.9681243947645],[-69.6032807885468,-45.9598667279191],[-69.6054549621879,-45.9495560545408],[-69.6155751696226,-45.9393394288654],[-69.6450227942951,-45.9285258426157],[-69.653708024651,-45.9163595413924],[-69.6571986597739,-45.9065679272528],[-69.6689235433729,-45.8964276334288],[-69.6798261679488,-45.8950719732885],[-69.6927140072774,-45.8897001695052],[-69.7052509593348,-45.8714158634608],[-69.7060777253358,-45.8636628183813],[-69.7135758772862,-45.8492072937516]]]]}",OIL M&S S.A.,False,
,2015-12-16T14:12:53,2014-01-30T14:22:14,<br> OIL M&S S.A.: 100 %,SIES,OIL M&S S.A.,SIERRA ESPAÑA,"{""type"":""MultiPolygon"",""coordinates"":[[[[-69.395279551382,-46.9536250215903],[-68.5085472420682,-46.9532526081283],[-68.5081274057734,-46.9990564590824],[-68.2123215969075,-46.997403720733],[-68.2076683749569,-47.3113657909244],[-69.3979545719587,-47.3134137728894],[-69.395279551382,-46.9536250215903]]]]}",OIL M&S S.A.,False,
