FECHA,CUENCA,CATEGORIA_POZO,UBICACION,OPERADOR,POZOS_PERFORADOS,POZOS_TERMINADOS,MISSING_COMPLETIONS,YEAR,Likely Subcontractors
08/2021,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
08/2021,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
08/2021,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",3.0,2.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
08/2022,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
08/2022,Burgos,EXPLORACION,Terrestre,"Pantera Exploración y Producción 2.2, S.A.P.I. de C.V.",1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
08/2022,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5.0,4.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
08/2022,Cuencas del Sureste,EXPLORACION,Aguas someras,"Hokchi Energy, S.A. de C.V.",1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
08/2022,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
08/2022,Cuencas del Sureste,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
08/2022,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,2.0,1.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
08/2023,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1.0,0.0,1.0,2023,Halliburton / Constructora y Perforadora Latina
08/2023,Cuencas del Sureste,EXPLORACION,Terrestre,Pemex Exploración y Producción,2.0,0.0,2.0,2023,Halliburton / Constructora y Perforadora Latina
08/2023,Tampico-Misantla,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2023,Halliburton / Constructora y Perforadora Latina
08/2023,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3.0,0.0,3.0,2023,Halliburton / Constructora y Perforadora Latina
08/2023,Veracruz,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2023,Halliburton / Constructora y Perforadora Latina
08/2024,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2024,Halliburton / Constructora y Perforadora Latina
08/2024,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2024,Halliburton / Constructora y Perforadora Latina
09/2015,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6.0,3.0,3.0,2015,Halliburton / Constructora y Perforadora Latina
09/2015,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,9.0,7.0,2.0,2015,Halliburton / Constructora y Perforadora Latina
09/2015,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2015,Halliburton / Constructora y Perforadora Latina
09/2015,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2015,Halliburton / Constructora y Perforadora Latina
09/2015,Cuencas del Sureste,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2015,Halliburton / Constructora y Perforadora Latina
09/2015,Golfo de México Profundo,EXPLORACION,Aguas ultra profundas,Pemex Exploración y Producción,1.0,0.0,1.0,2015,Halliburton / Constructora y Perforadora Latina
09/2015,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2015,Halliburton / Constructora y Perforadora Latina
09/2016,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4.0,2.0,2.0,2016,Halliburton / Constructora y Perforadora Latina
09/2016,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,3.0,0.0,3.0,2016,Halliburton / Constructora y Perforadora Latina
09/2017,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2.0,1.0,1.0,2017,Halliburton / Constructora y Perforadora Latina
09/2017,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2017,Halliburton / Constructora y Perforadora Latina
09/2017,Cuencas del Sureste,EXPLORACION,Aguas someras,"Eni México, S. de R.L. de C.V.",1.0,0.0,1.0,2017,Halliburton / Constructora y Perforadora Latina
09/2018,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2018,Halliburton / Constructora y Perforadora Latina
09/2018,Golfo de México Profundo,EXPLORACION,Aguas profundas,Pemex Exploración y Producción,1.0,0.0,1.0,2018,Halliburton / Constructora y Perforadora Latina
09/2019,Cinturón Plegado de Chiapas,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
09/2019,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1.0,0.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
09/2019,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,5.0,0.0,5.0,2019,Halliburton / Constructora y Perforadora Latina
09/2019,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,3.0,0.0,3.0,2019,Halliburton / Constructora y Perforadora Latina
09/2019,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,11.0,9.0,2.0,2019,Halliburton / Constructora y Perforadora Latina
09/2020,Burgos,EXPLORACION,Terrestre,"Pantera Exploración y Producción 2.2, S.A.P.I. de C.V.",1.0,0.0,1.0,2020,Halliburton / Constructora y Perforadora Latina
09/2020,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5.0,3.0,2.0,2020,Halliburton / Constructora y Perforadora Latina
09/2020,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,3.0,0.0,3.0,2020,Halliburton / Constructora y Perforadora Latina
09/2021,Cinturón Plegado de Chiapas,EXPLORACION,Terrestre,"Operadora Bloque 13, S.A. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
09/2021,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
09/2021,Cuencas del Sureste,Desarrollo,Terrestre,"Servicios de Extracción Petrolera Lifting de México, S.A. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
09/2021,Cuencas del Sureste,EXPLORACION,Terrestre,"Operadora Bloque 12, S.A. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
09/2021,Cuencas del Sureste,EXPLORACION,Terrestre,"Operadora Bloque 13, S.A. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
09/2021,Cuencas del Sureste,EXPLORACION,Terrestre,"Vista Oil & Gas Holding II, S.A. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
09/2021,Golfo de México Profundo,EXPLORACION,Aguas profundas,"Repsol Exploración México, S.A. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
09/2021,Tampico-Misantla,Desarrollo,Terrestre,"Operadora de Campos DWF, S.A. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
09/2021,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
09/2021,Veracruz,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
09/2022,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2.0,1.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
09/2022,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
09/2022,Cuencas del Sureste,Desarrollo,Aguas someras,"Hokchi Energy, S.A. de C.V.",1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
09/2022,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,4.0,0.0,4.0,2022,Halliburton / Constructora y Perforadora Latina
09/2022,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
09/2022,Cuencas del Sureste,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
09/2022,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,4.0,3.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
09/2023,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1.0,0.0,1.0,2023,Halliburton / Constructora y Perforadora Latina
09/2023,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,3.0,0.0,3.0,2023,Halliburton / Constructora y Perforadora Latina
09/2024,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2024,Halliburton / Constructora y Perforadora Latina
10/2015,Cinturón Plegado de Chiapas,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2015,Halliburton / Constructora y Perforadora Latina
10/2015,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,10.0,7.0,3.0,2015,Halliburton / Constructora y Perforadora Latina
10/2015,Golfo de México Profundo,EXPLORACION,Aguas ultra profundas,Pemex Exploración y Producción,1.0,0.0,1.0,2015,Halliburton / Constructora y Perforadora Latina
10/2016,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2.0,1.0,1.0,2016,Halliburton / Constructora y Perforadora Latina
10/2016,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2016,Halliburton / Constructora y Perforadora Latina
10/2017,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3.0,1.0,2.0,2017,Halliburton / Constructora y Perforadora Latina
10/2017,Cuencas del Sureste,EXPLORACION,Aguas someras,"Fieldwood Energy E&P México, S. de R.L. de C.V.",1.0,0.0,1.0,2017,Halliburton / Constructora y Perforadora Latina
10/2017,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2017,Halliburton / Constructora y Perforadora Latina
10/2017,Golfo de México Profundo,EXPLORACION,Aguas profundas,Pemex Exploración y Producción,1.0,0.0,1.0,2017,Halliburton / Constructora y Perforadora Latina
10/2018,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,3.0,1.0,2.0,2018,Halliburton / Constructora y Perforadora Latina
10/2018,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4.0,3.0,1.0,2018,Halliburton / Constructora y Perforadora Latina
10/2018,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3.0,2.0,1.0,2018,Halliburton / Constructora y Perforadora Latina
10/2018,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,3.0,2.0,1.0,2018,Halliburton / Constructora y Perforadora Latina
10/2019,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2.0,1.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
10/2019,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3.0,2.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
10/2019,Cuencas del Sureste,Desarrollo,Terrestre,"Deutsche Erdoel México, S. de R.L. de C.V.",1.0,0.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
10/2019,Cuencas del Sureste,EXPLORACION,Aguas someras,"Capricorn Energy México, S. de R.L. de C.V.",1.0,0.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
10/2019,Cuencas del Sureste,EXPLORACION,Aguas someras,"Hokchi Energy, S.A. de C.V.",1.0,0.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
10/2019,Golfo de México Profundo,EXPLORACION,Aguas profundas,"PC Carigali Mexico Operations, S.A. de C.V.",1.0,0.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
10/2020,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2.0,1.0,1.0,2020,Halliburton / Constructora y Perforadora Latina
10/2020,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,2.0,1.0,1.0,2020,Halliburton / Constructora y Perforadora Latina
10/2021,Burgos,Desarrollo,Terrestre,"Pantera Exploración y Producción 2.2, S.A.P.I. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
10/2021,Cuencas del Sureste,Desarrollo,Aguas someras,"Hokchi Energy, S.A. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
10/2021,Cuencas del Sureste,EXPLORACION,Aguas someras,"Lukoil Upstream México, S. de R.L. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
10/2021,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
10/2021,Cuencas del Sureste,EXPLORACION,Terrestre,Pemex Exploración y Producción,2.0,0.0,2.0,2021,Halliburton / Constructora y Perforadora Latina
10/2021,Golfo de México Profundo,EXPLORACION,Aguas ultra profundas,"PC Carigali Mexico Operations, S.A. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
10/2021,Tampico-Misantla,Desarrollo,Terrestre,"Operadora de Campos DWF, S.A. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
10/2021,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,4.0,0.0,4.0,2021,Halliburton / Constructora y Perforadora Latina
10/2021,Tampico-Misantla,EXPLORACION,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
10/2021,Tampico-Misantla,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
10/2021,Veracruz,EXPLORACION,Terrestre,"Jaguar Exploración y Producción 2.3, S.A.P.I. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
10/2022,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,3.0,2.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
10/2022,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,7.0,4.0,3.0,2022,Halliburton / Constructora y Perforadora Latina
10/2022,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
10/2022,Golfo de México Profundo,EXPLORACION,Aguas profundas,"China Offshore Oil Corporation E&P Mexico, S.A.P.I. de C.V.",1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
10/2022,Tampico-Misantla,Desarrollo,Terrestre,"Operadora de Campos DWF, S.A. de C.V.",1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
10/2022,Tampico-Misantla,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
10/2022,Tampico-Misantla,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
10/2022,Veracruz,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
10/2023,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,10.0,5.0,5.0,2023,Halliburton / Constructora y Perforadora Latina
10/2023,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,9.0,1.0,8.0,2023,Halliburton / Constructora y Perforadora Latina
10/2023,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,3.0,0.0,3.0,2023,Halliburton / Constructora y Perforadora Latina
10/2023,Golfo de México Profundo,EXPLORACION,Aguas profundas,"PC Carigali Mexico Operations, S.A. de C.V.",1.0,0.0,1.0,2023,Halliburton / Constructora y Perforadora Latina
10/2023,Tampico-Misantla,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2023,Halliburton / Constructora y Perforadora Latina
10/2023,Veracruz,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2023,Halliburton / Constructora y Perforadora Latina
10/2024,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3.0,1.0,2.0,2024,Halliburton / Constructora y Perforadora Latina
10/2024,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3.0,1.0,2.0,2024,Halliburton / Constructora y Perforadora Latina
11/2015,Cuencas del Sureste,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2015,Halliburton / Constructora y Perforadora Latina
11/2015,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,13.0,5.0,8.0,2015,Halliburton / Constructora y Perforadora Latina
11/2016,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2.0,1.0,1.0,2016,Halliburton / Constructora y Perforadora Latina
11/2016,Cuencas del Sureste,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2016,Halliburton / Constructora y Perforadora Latina
11/2016,Golfo de México Profundo,EXPLORACION,Aguas ultra profundas,Pemex Exploración y Producción,1.0,0.0,1.0,2016,Halliburton / Constructora y Perforadora Latina
11/2016,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,4.0,0.0,4.0,2016,Halliburton / Constructora y Perforadora Latina
11/2017,Tampico-Misantla,Desarrollo,Terrestre,"Diavaz Offshore, S.A.P.I. de C.V.",1.0,0.0,1.0,2017,Halliburton / Constructora y Perforadora Latina
11/2017,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,7.0,2.0,5.0,2017,Halliburton / Constructora y Perforadora Latina
11/2018,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3.0,1.0,2.0,2018,Halliburton / Constructora y Perforadora Latina
11/2018,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,2.0,0.0,2.0,2018,Halliburton / Constructora y Perforadora Latina
11/2018,Cuencas del Sureste,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2018,Halliburton / Constructora y Perforadora Latina
11/2018,Tampico-Misantla,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2018,Halliburton / Constructora y Perforadora Latina
11/2018,Veracruz,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2018,Halliburton / Constructora y Perforadora Latina
11/2019,Burgos,Desarrollo,Terrestre,"GS Oil & Gas, S.A.P.I. de C.V.",1.0,0.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
11/2019,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4.0,3.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
11/2019,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
11/2019,Cuencas del Sureste,EXPLORACION,Terrestre,"Secadero Petróleo y Gas, S.A. de C.V.",1.0,0.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
11/2019,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,11.0,10.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
11/2019,Tampico-Misantla,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
11/2019,Veracruz,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
11/2020,Burgos,EXPLORACION,Terrestre,"Pantera Exploración y Producción 2.2, S.A.P.I. de C.V.",1.0,0.0,1.0,2020,Halliburton / Constructora y Perforadora Latina
11/2020,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,8.0,3.0,5.0,2020,Halliburton / Constructora y Perforadora Latina
11/2021,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
11/2021,Burgos,EXPLORACION,Terrestre,"Pantera Exploración y Producción 2.2, S.A.P.I. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
11/2021,Burgos,EXPLORACION,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
11/2021,Cuencas del Sureste,EXPLORACION,Aguas someras,"Eni México, S. de R.L. de C.V.",1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
11/2021,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
11/2021,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,4.0,3.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
11/2021,Veracruz,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2021,Halliburton / Constructora y Perforadora Latina
11/2022,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,4.0,2.0,2.0,2022,Halliburton / Constructora y Perforadora Latina
11/2022,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5.0,4.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
11/2022,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
11/2022,Tampico-Misantla,Desarrollo,Terrestre,"Operadora de Campos DWF, S.A. de C.V.",2.0,0.0,2.0,2022,Halliburton / Constructora y Perforadora Latina
11/2022,Tampico-Misantla,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
11/2022,Veracruz,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2022,Halliburton / Constructora y Perforadora Latina
11/2023,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,3.0,2.0,1.0,2023,Halliburton / Constructora y Perforadora Latina
11/2023,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2023,Halliburton / Constructora y Perforadora Latina
11/2023,Cuencas del Sureste,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2023,Halliburton / Constructora y Perforadora Latina
11/2023,Tampico-Misantla,EXPLORACION,Terrestre,"Jaguar Exploración y Producción 2.3, S.A.P.I. de C.V.",1.0,0.0,1.0,2023,Halliburton / Constructora y Perforadora Latina
11/2023,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2.0,0.0,2.0,2023,Halliburton / Constructora y Perforadora Latina
11/2024,Cuencas del Sureste,Desarrollo,Aguas someras,"Fieldwood Energy E&P México, S. de R.L. de C.V.",1.0,0.0,1.0,2024,Halliburton / Constructora y Perforadora Latina
12/2015,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,4.0,1.0,3.0,2015,Halliburton / Constructora y Perforadora Latina
12/2015,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2015,Halliburton / Constructora y Perforadora Latina
12/2015,Golfo de México Profundo,EXPLORACION,Aguas ultra profundas,Pemex Exploración y Producción,1.0,0.0,1.0,2015,Halliburton / Constructora y Perforadora Latina
12/2015,Golfo de México Profundo,EXPLORACION,Aguas ultra profundas,Pemex Exploración y Producción,1.0,0.0,1.0,2015,Halliburton / Constructora y Perforadora Latina
12/2015,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,18.0,10.0,8.0,2015,Halliburton / Constructora y Perforadora Latina
12/2016,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2016,Halliburton / Constructora y Perforadora Latina
12/2016,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2016,Halliburton / Constructora y Perforadora Latina
12/2016,Cuencas del Sureste,EXPLORACION,Terrestre,Pemex Exploración y Producción,2.0,0.0,2.0,2016,Halliburton / Constructora y Perforadora Latina
12/2016,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,7.0,5.0,2.0,2016,Halliburton / Constructora y Perforadora Latina
12/2017,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2017,Halliburton / Constructora y Perforadora Latina
12/2017,Cuencas del Sureste,EXPLORACION,Aguas someras,"Eni México, S. de R.L. de C.V.",1.0,0.0,1.0,2017,Halliburton / Constructora y Perforadora Latina
12/2017,Cuencas del Sureste,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2017,Halliburton / Constructora y Perforadora Latina
12/2017,Golfo de México Profundo,EXPLORACION,Aguas profundas,Pemex Exploración y Producción,1.0,0.0,1.0,2017,Halliburton / Constructora y Perforadora Latina
12/2017,Golfo de México Profundo,EXPLORACION,Aguas ultra profundas,Pemex Exploración y Producción,1.0,0.0,1.0,2017,Halliburton / Constructora y Perforadora Latina
12/2017,Tampico-Misantla,Desarrollo,Terrestre,"Diavaz Offshore, S.A.P.I. de C.V.",1.0,0.0,1.0,2017,Halliburton / Constructora y Perforadora Latina
12/2017,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,7.0,5.0,2.0,2017,Halliburton / Constructora y Perforadora Latina
12/2018,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4.0,1.0,3.0,2018,Halliburton / Constructora y Perforadora Latina
12/2018,Cuencas del Sureste,Desarrollo,Terrestre,"Secadero Petróleo y Gas, S.A. de C.V.",1.0,0.0,1.0,2018,Halliburton / Constructora y Perforadora Latina
12/2018,Cuencas del Sureste,EXPLORACION,Aguas someras,Pemex Exploración y Producción,1.0,0.0,1.0,2018,Halliburton / Constructora y Perforadora Latina
12/2018,Cuencas del Sureste,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2018,Halliburton / Constructora y Perforadora Latina
12/2018,Golfo de México Profundo,EXPLORACION,Aguas ultra profundas,Pemex Exploración y Producción,1.0,0.0,1.0,2018,Halliburton / Constructora y Perforadora Latina
12/2018,Tampico-Misantla,Desarrollo,Terrestre,"Tonalli Energía, S.A.P.I. de C.V.",1.0,0.0,1.0,2018,Halliburton / Constructora y Perforadora Latina
12/2018,Tampico-Misantla,EXPLORACION,Terrestre,Pemex Exploración y Producción,1.0,0.0,1.0,2018,Halliburton / Constructora y Perforadora Latina
12/2018,Veracruz,EXPLORACION,Terrestre,Pemex Exploración y Producción,2.0,0.0,2.0,2018,Halliburton / Constructora y Perforadora Latina
12/2019,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1.0,0.0,1.0,2019,Halliburton / Constructora y Perforadora Latina
