COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,,,,,,
PRODUCCION POR UBICACIÓN,,,,,,,,,,
Datos de producción mensual cuenca y ubicación.,,,,,,,,,,
Datos a enero - 2025.,,,,,,,,,,
Notas: Las unidades corresponden a Miles de barriles diarios (Mbd) y Millones de pies cúbicos diarios (MMpcd).,,,,,,,,,,
La serie de nitrógeno se comienza a reportar a partir de 2016.,,,,,,,,,,
"A partir de 2016 se contabiliza la producción de petróleo a una temperatura de 15.56 grados Celsius, de conformidad",,,,,,,,,,
Hidrocarburos líquidos: Se refiere a la suma de petróleo y condensado.,,,,,,,,,,
con lo establecido en los Lineamientos Técnicos en Materia de Medición de Hidrocarburos.,,,,,,,,,,
,,,,,,,,,,
FECHA,CUENCA,UBICACION,HIDROCARBUROS_LIQUIDOS_MBD,PETROLEO_MBD,CONDENSADO_MBD,GAS_MMPCD,GAS_ASOCIADO_MMPCD,GAS_NO_ASOCIADO_MMPCD,NITROGENO_MMPCD,AGUA_MBD
06/1989,Tampico-Misantla,Aguas someras,11.481556,11.481556,0.0,29.778178,25.326142,4.452036,0.0,0.0
06/1989,Tampico-Misantla,Terrestre,80.947477,80.947477,0.0,80.635698,79.30695,1.328748,0.0,0.0
05/1989,Tampico-Misantla,Aguas someras,11.926246,11.926246,0.0,29.540388,25.702326,3.838062,0.0,0.0
05/1989,Tampico-Misantla,Terrestre,80.563943,80.563943,0.0,80.631598,80.631598,0.0,0.0,0.0
04/1989,Tampico-Misantla,Aguas someras,12.907919,12.907919,0.0,31.069845,31.069845,0.0,0.0,0.0
04/1989,Tampico-Misantla,Terrestre,83.217541,83.217541,0.0,80.334602,76.407803,3.926799,0.0,0.0
03/1989,Tampico-Misantla,Aguas someras,12.831194,12.831194,0.0,37.124014,32.835869,4.288145,0.0,0.0
03/1989,Tampico-Misantla,Terrestre,82.95962,82.95962,0.0,74.178614,74.178614,0.0,0.0,0.0
02/1989,Tampico-Misantla,Aguas someras,11.404219,11.404219,0.0,30.97391,27.077136,3.896774,0.0,0.0
02/1989,Tampico-Misantla,Terrestre,82.066529,82.066529,0.0,74.247765,74.247765,0.0,0.0,0.0
01/1989,Tampico-Misantla,Aguas someras,12.991894,12.991894,0.0,32.357991,29.279066,3.078925,0.0,0.0
01/1989,Tampico-Misantla,Terrestre,82.160995,82.160995,0.0,76.204213,76.204213,0.0,0.0,0.0
12/1988,Tampico-Misantla,Aguas someras,15.046826,15.046826,0.0,38.049,33.119,4.93,0.0,0.0
12/1988,Tampico-Misantla,Terrestre,83.532235,83.532235,0.0,75.492001,75.492001,0.0,0.0,0.0
11/1988,Tampico-Misantla,Aguas someras,15.044154,15.044154,0.0,42.323,34.783,7.54,0.0,0.0
11/1988,Tampico-Misantla,Terrestre,83.434056,83.434056,0.0,75.429999,75.429999,0.0,0.0,0.0
10/1988,Tampico-Misantla,Aguas someras,14.175063,14.175063,0.0,42.3572,35.8272,6.53,0.0,0.0
10/1988,Tampico-Misantla,Terrestre,83.850725,83.850725,0.0,75.621001,75.621001,0.0,0.0,0.0
09/1988,Tampico-Misantla,Aguas someras,11.088499,11.088499,0.0,31.093,24.483,6.61,0.0,0.0
09/1988,Tampico-Misantla,Terrestre,81.649895,81.649895,0.0,78.969,78.969,0.0,0.0,0.0
08/1988,Tampico-Misantla,Aguas someras,12.195779,12.195779,0.0,32.651,26.001,6.65,0.0,0.0
08/1988,Tampico-Misantla,Terrestre,84.89476,84.89476,0.0,79.916,79.916,0.0,0.0,0.0
07/1988,Tampico-Misantla,Aguas someras,15.383431,15.383431,0.0,41.401,34.521,6.88,0.0,0.0
07/1988,Tampico-Misantla,Terrestre,86.618682,86.618682,0.0,84.395001,84.395001,0.0,0.0,0.0
06/1988,Tampico-Misantla,Aguas someras,13.640481,13.640481,0.0,38.666,32.226,6.44,0.0,0.0
06/1988,Tampico-Misantla,Terrestre,87.050461,87.050461,0.0,82.552001,82.552001,0.0,0.0,0.0
05/1988,Tampico-Misantla,Aguas someras,11.973111,11.973111,0.0,29.992,24.292,5.7,0.0,0.0
05/1988,Tampico-Misantla,Terrestre,87.187735,87.187735,0.0,84.769201,84.769201,0.0,0.0,0.0
04/1988,Tampico-Misantla,Aguas someras,12.410842,12.410842,0.0,33.93,25.25,8.68,0.0,0.0
04/1988,Tampico-Misantla,Terrestre,87.501087,87.501087,0.0,88.556399,88.556399,0.0,0.0,0.0
03/1988,Tampico-Misantla,Aguas someras,13.160077,13.160077,0.0,39.09,28.44,10.65,0.0,0.0
03/1988,Tampico-Misantla,Terrestre,86.921536,86.921536,0.0,85.568799,85.568799,0.0,0.0,0.0
02/1988,Tampico-Misantla,Aguas someras,15.037444,15.037444,0.0,43.478,32.948,10.53,0.0,0.0
02/1988,Tampico-Misantla,Terrestre,86.875505,86.875505,0.0,84.5645,84.5645,0.0,0.0,0.0
01/1988,Tampico-Misantla,Aguas someras,15.111321,15.111321,0.0,43.539,32.979,10.56,0.0,0.0
01/1988,Tampico-Misantla,Terrestre,87.119654,87.119654,0.0,84.5693,84.5693,0.0,0.0,0.0
12/1987,Tampico-Misantla,Aguas someras,15.6,15.6,0.0,46.225,35.637,10.588,0.0,0.0
12/1987,Tampico-Misantla,Terrestre,88.216598,88.216598,0.0,91.815,91.815,0.0,0.0,0.0
11/1987,Tampico-Misantla,Aguas someras,15.9089,15.9089,0.0,51.151,40.091,11.06,0.0,0.0
11/1987,Tampico-Misantla,Terrestre,87.829859,87.829859,0.0,100.601,100.601,0.0,0.0,0.0
10/1987,Tampico-Misantla,Aguas someras,13.617,13.617,0.0,39.858,29.447,10.411,0.0,0.0
10/1987,Tampico-Misantla,Terrestre,86.553422,86.553422,0.0,94.557,94.557,0.0,0.0,0.0
09/1987,Tampico-Misantla,Aguas someras,13.638,13.638,0.0,40.53,29.6,10.93,0.0,0.0
09/1987,Tampico-Misantla,Terrestre,86.506366,86.506366,0.0,93.581001,93.581001,0.0,0.0,0.0
08/1987,Tampico-Misantla,Aguas someras,15.343,15.343,0.0,43.67,33.019,10.651,0.0,0.0
08/1987,Tampico-Misantla,Terrestre,92.770648,92.770648,0.0,95.870999,95.870999,0.0,0.0,0.0
07/1987,Tampico-Misantla,Aguas someras,14.544,14.544,0.0,37.409,26.911,10.498,0.0,0.0
07/1987,Tampico-Misantla,Terrestre,94.066972,94.066972,0.0,91.467999,91.467999,0.0,0.0,0.0
06/1987,Tampico-Misantla,Aguas someras,14.964,14.964,0.0,34.647,24.148,10.499,0.0,0.0
06/1987,Tampico-Misantla,Terrestre,95.5868,95.5868,0.0,91.424999,91.424999,0.0,0.0,0.0
05/1987,Tampico-Misantla,Aguas someras,17.597,17.597,0.0,41.198,29.328,11.87,0.0,0.0
05/1987,Tampico-Misantla,Terrestre,95.90444,95.90444,0.0,91.431001,91.431001,0.0,0.0,0.0
04/1987,Tampico-Misantla,Aguas someras,15.956,15.956,0.0,35.582,23.172,12.41,0.0,0.0
04/1987,Tampico-Misantla,Terrestre,95.9092,95.9092,0.0,90.863999,90.863999,0.0,0.0,0.0
03/1987,Tampico-Misantla,Aguas someras,17.45,17.45,0.0,44.139,29.639,14.5,0.0,0.0
03/1987,Tampico-Misantla,Terrestre,96.392108,96.392108,0.0,95.899,95.899,0.0,0.0,0.0
02/1987,Tampico-Misantla,Aguas someras,15.16,15.16,0.0,41.956,25.955,16.001,0.0,0.0
02/1987,Tampico-Misantla,Terrestre,95.532101,95.532101,0.0,103.503,103.503,0.0,0.0,0.0
01/1987,Tampico-Misantla,Aguas someras,16.36,16.36,0.0,46.05,30.049,16.001,0.0,0.0
01/1987,Tampico-Misantla,Terrestre,98.521351,98.521351,0.0,99.890999,99.890999,0.0,0.0,0.0
12/1986,Tampico-Misantla,Aguas someras,17.7,17.7,0.0,38.622694,22.600732,16.021962,0.0,0.0
12/1986,Tampico-Misantla,Terrestre,98.496,98.496,0.0,84.160013,84.160013,0.0,0.0,0.0
11/1986,Tampico-Misantla,Aguas someras,16.277,16.277,0.0,40.557776,24.535108,16.022668,0.0,0.0
11/1986,Tampico-Misantla,Terrestre,99.689,99.689,0.0,97.299216,97.299216,0.0,0.0,0.0
10/1986,Tampico-Misantla,Aguas someras,17.008,17.008,0.0,61.337683,45.33691,16.000773,0.0,0.0
10/1986,Tampico-Misantla,Terrestre,100.224001,100.224001,0.0,100.642808,100.642808,0.0,0.0,0.0
09/1986,Tampico-Misantla,Aguas someras,16.05,16.05,0.0,44.463856,28.463907,15.999949,0.0,0.0
09/1986,Tampico-Misantla,Terrestre,101.916,101.916,0.0,99.114627,99.114627,0.0,0.0,0.0
08/1986,Tampico-Misantla,Aguas someras,15.116,15.116,0.0,42.495956,26.301867,16.194089,0.0,0.0
08/1986,Tampico-Misantla,Terrestre,101.643,101.643,0.0,96.778879,96.778879,0.0,0.0,0.0
07/1986,Tampico-Misantla,Aguas someras,14.08,14.08,0.0,40.401442,24.401352,16.00009,0.0,0.0
07/1986,Tampico-Misantla,Terrestre,101.62,101.62,0.0,93.997448,93.997448,0.0,0.0,0.0
06/1986,Tampico-Misantla,Aguas someras,13.731,13.731,0.0,38.337584,21.815105,16.522479,0.0,0.0
06/1986,Tampico-Misantla,Terrestre,104.309001,104.309001,0.0,100.91383,100.91383,0.0,0.0,0.0
05/1986,Tampico-Misantla,Aguas someras,15.174,15.174,0.0,40.033318,24.043822,15.989496,0.0,0.0
05/1986,Tampico-Misantla,Terrestre,101.863001,101.863001,0.0,103.209586,103.209586,0.0,0.0,0.0
04/1986,Tampico-Misantla,Aguas someras,18.378,18.378,0.0,46.890871,30.924234,15.966637,0.0,0.0
04/1986,Tampico-Misantla,Terrestre,101.378999,101.378999,0.0,100.711992,100.478684,0.233308,0.0,0.0
03/1986,Tampico-Misantla,Aguas someras,15.409,15.409,0.0,38.744698,22.744722,15.999976,0.0,0.0
03/1986,Tampico-Misantla,Terrestre,101.929,101.929,0.0,102.953547,102.293517,0.66003,0.0,0.0
02/1986,Tampico-Misantla,Aguas someras,15.498,15.498,0.0,40.892604,24.892587,16.000017,0.0,0.0
02/1986,Tampico-Misantla,Terrestre,102.024,102.024,0.0,102.077882,101.477922,0.59996,0.0,0.0
01/1986,Tampico-Misantla,Aguas someras,15.437,15.437,0.0,40.176851,24.176875,15.999976,0.0,0.0
01/1986,Tampico-Misantla,Terrestre,96.289999,96.289999,0.0,98.583357,97.883342,0.700015,0.0,0.0
12/1985,Tampico-Misantla,Aguas someras,13.367451,13.367451,0.0,33.125786,17.12581,15.999976,0.0,0.0
12/1985,Tampico-Misantla,Terrestre,101.01252,101.01252,0.0,97.583229,96.683178,0.900051,0.0,0.0
11/1985,Tampico-Misantla,Aguas someras,13.418299,13.418299,0.0,36.186019,20.18607,15.999949,0.0,0.0
11/1985,Tampico-Misantla,Terrestre,100.888701,100.888701,0.0,98.248799,97.348763,0.900036,0.0,0.0
10/1985,Tampico-Misantla,Aguas someras,13.498323,13.498323,0.0,34.16356,19.563613,14.599947,0.0,0.0
10/1985,Tampico-Misantla,Terrestre,102.119355,102.119355,0.0,103.229578,102.129604,1.099974,0.0,0.0
09/1985,Tampico-Misantla,Aguas someras,14.026133,14.026133,0.0,37.05498,20.05482,17.00016,0.0,0.0
09/1985,Tampico-Misantla,Terrestre,101.922402,101.922402,0.0,106.585542,105.521884,1.063658,0.0,0.0
08/1985,Tampico-Misantla,Aguas someras,14.352258,14.352258,0.0,40.172295,23.172135,17.00016,0.0,0.0
08/1985,Tampico-Misantla,Terrestre,101.869292,101.869292,0.0,108.821084,107.69582,1.125264,0.0,0.0
07/1985,Tampico-Misantla,Aguas someras,14.382034,14.382034,0.0,40.429518,23.429472,17.000046,0.0,0.0
07/1985,Tampico-Misantla,Terrestre,101.416643,101.416643,0.0,109.092952,107.728464,1.364488,0.0,0.0
06/1985,Tampico-Misantla,Aguas someras,14.9771,14.9771,0.0,40.616044,23.612824,17.00322,0.0,0.0
06/1985,Tampico-Misantla,Terrestre,101.406969,101.406969,0.0,112.043571,110.67633,1.367241,0.0,0.0
05/1985,Tampico-Misantla,Aguas someras,15.378452,15.378452,0.0,39.564211,22.564051,17.00016,0.0,0.0
05/1985,Tampico-Misantla,Terrestre,100.386391,100.386391,0.0,115.508143,113.716128,1.792015,0.0,0.0
04/1985,Tampico-Misantla,Aguas someras,15.586399,15.586399,0.0,39.753676,22.753516,17.00016,0.0,0.0
04/1985,Tampico-Misantla,Terrestre,102.178598,102.178598,0.0,110.933127,106.438126,4.495001,0.0,0.0
03/1985,Tampico-Misantla,Aguas someras,15.535098,15.535098,0.0,38.242328,21.242168,17.00016,0.0,0.0
03/1985,Tampico-Misantla,Terrestre,101.11126,101.11126,0.0,107.794683,103.662945,4.131738,0.0,0.0
02/1985,Tampico-Misantla,Aguas someras,15.319715,15.319715,0.0,38.58496,21.5848,17.00016,0.0,0.0
02/1985,Tampico-Misantla,Terrestre,100.781033,100.781033,0.0,116.672191,110.114381,6.55781,0.0,0.0
01/1985,Tampico-Misantla,Aguas someras,14.832258,14.832258,0.0,41.365724,24.365724,17.0,0.0,0.0
01/1985,Tampico-Misantla,Terrestre,98.938902,98.938902,0.0,123.278546,115.778546,7.5,0.0,0.0
12/1984,Tampico-Misantla,Aguas someras,15.036323,15.036323,0.0,41.331733,24.830754,16.500979,0.0,0.0
12/1984,Tampico-Misantla,Terrestre,101.639223,101.639223,0.0,123.973665,115.449663,8.524002,0.0,0.0
11/1984,Tampico-Misantla,Aguas someras,14.823233,14.823233,0.0,41.201433,24.197977,17.003456,0.0,0.0
11/1984,Tampico-Misantla,Terrestre,102.014166,102.014166,0.0,123.203206,112.382761,10.820445,0.0,0.0
10/1984,Tampico-Misantla,Aguas someras,14.379967,14.379967,0.0,41.109598,24.123906,16.985692,0.0,0.0
10/1984,Tampico-Misantla,Terrestre,101.974327,101.974327,0.0,121.927586,112.803018,9.124568,0.0,0.0
09/1984,Tampico-Misantla,Aguas someras,13.476967,13.476967,0.0,40.09375,24.092977,16.000773,0.0,0.0
09/1984,Tampico-Misantla,Terrestre,100.216202,100.216202,0.0,126.411815,108.29432,18.117495,0.0,0.0
08/1984,Tampico-Misantla,Aguas someras,14.494387,14.494387,0.0,41.859506,25.858733,16.000773,0.0,0.0
08/1984,Tampico-Misantla,Terrestre,100.696029,100.696029,0.0,122.971635,110.222824,12.748811,0.0,0.0
07/1984,Tampico-Misantla,Aguas someras,14.710515,14.710515,0.0,41.8439,25.843127,16.000773,0.0,0.0
07/1984,Tampico-Misantla,Terrestre,103.670327,103.670327,0.0,140.184644,115.467803,24.716841,0.0,0.0
06/1984,Tampico-Misantla,Aguas someras,15.031666,15.031666,0.0,40.785552,24.784779,16.000773,0.0,0.0
06/1984,Tampico-Misantla,Terrestre,106.358232,106.358232,0.0,140.166035,112.233131,27.932904,0.0,0.0
05/1984,Tampico-Misantla,Aguas someras,15.209999,15.209999,0.0,40.833691,24.832918,16.000773,0.0,0.0
05/1984,Tampico-Misantla,Terrestre,108.692837,108.692837,0.0,142.050585,116.785469,25.265116,0.0,0.0
04/1984,Tampico-Misantla,Aguas someras,15.366868,15.366868,0.0,39.905408,23.904635,16.000773,0.0,0.0
04/1984,Tampico-Misantla,Terrestre,109.119331,109.119331,0.0,157.25477,131.739816,25.514954,0.0,0.0
03/1984,Tampico-Misantla,Aguas someras,15.756258,15.756258,0.0,39.950046,23.948133,16.001913,0.0,0.0
03/1984,Tampico-Misantla,Terrestre,108.885809,108.885809,0.0,173.020383,143.01271,30.007673,0.0,0.0
02/1984,Tampico-Misantla,Aguas someras,15.780069,15.780069,0.0,39.23081,23.230037,16.000773,0.0,0.0
02/1984,Tampico-Misantla,Terrestre,108.874896,108.874896,0.0,173.408177,137.086631,36.321546,0.0,0.0
01/1984,Tampico-Misantla,Aguas someras,15.783032,15.783032,0.0,39.775411,23.774638,16.000773,0.0,0.0
01/1984,Tampico-Misantla,Terrestre,108.833647,108.833647,0.0,174.525319,124.003288,50.522031,0.0,0.0
12/1983,Tampico-Misantla,Aguas someras,15.596612,15.596612,0.0,40.310816,24.309815,16.001001,0.0,0.0
12/1983,Tampico-Misantla,Terrestre,110.712903,110.712903,0.0,173.109911,121.904042,51.205869,0.0,0.0
11/1983,Tampico-Misantla,Aguas someras,15.535033,15.535033,0.0,40.054197,24.066843,15.987354,0.0,0.0
11/1983,Tampico-Misantla,Terrestre,113.480599,113.480599,0.0,167.695243,121.372692,46.322551,0.0,0.0
10/1983,Tampico-Misantla,Aguas someras,15.798257,15.798257,0.0,40.087426,24.427376,15.66005,0.0,0.0
10/1983,Tampico-Misantla,Terrestre,112.853549,112.853549,0.0,175.207449,124.748869,50.45858,0.0,0.0
09/1983,Tampico-Misantla,Aguas someras,15.983034,15.983034,0.0,41.42901,25.93001,15.499,0.0,0.0
09/1983,Tampico-Misantla,Terrestre,113.796954,113.796954,0.0,175.081882,130.747248,44.334634,0.0,0.0
08/1983,Tampico-Misantla,Aguas someras,16.019613,16.019613,0.0,43.105749,27.606434,15.499315,0.0,0.0
08/1983,Tampico-Misantla,Terrestre,116.993807,116.993807,0.0,169.861104,128.966239,40.894865,0.0,0.0
07/1983,Tampico-Misantla,Aguas someras,16.251549,16.251549,0.0,43.045601,27.591169,15.454432,0.0,0.0
07/1983,Tampico-Misantla,Terrestre,116.707072,116.707072,0.0,174.524679,126.066922,48.457757,0.0,0.0
06/1983,Tampico-Misantla,Aguas someras,16.277701,16.277701,0.0,41.719724,26.15861,15.561114,0.0,0.0
06/1983,Tampico-Misantla,Terrestre,119.264495,119.264495,0.0,184.61894,135.713405,48.905535,0.0,0.0
05/1983,Tampico-Misantla,Aguas someras,16.594807,16.594807,0.0,40.586495,25.281066,15.305429,0.0,0.0
05/1983,Tampico-Misantla,Terrestre,120.014645,120.014645,0.0,191.757714,134.540945,57.216769,0.0,0.0
04/1983,Tampico-Misantla,Aguas someras,16.597234,16.597234,0.0,42.132427,27.044167,15.08826,0.0,0.0
04/1983,Tampico-Misantla,Terrestre,122.172733,122.172733,0.0,181.307607,134.997652,46.309955,0.0,0.0
03/1983,Tampico-Misantla,Aguas someras,16.76916,16.76916,0.0,40.19428,26.075401,14.118879,0.0,0.0
03/1983,Tampico-Misantla,Terrestre,121.896773,121.896773,0.0,199.754881,138.328912,61.425969,0.0,0.0
02/1983,Tampico-Misantla,Aguas someras,18.001716,18.001716,0.0,41.086703,27.336062,13.750641,0.0,0.0
02/1983,Tampico-Misantla,Terrestre,132.179497,132.179497,0.0,205.219144,146.542031,58.677113,0.0,0.0
01/1983,Tampico-Misantla,Aguas someras,18.497097,18.497097,0.0,41.156645,27.826977,13.329668,0.0,0.0
01/1983,Tampico-Misantla,Terrestre,144.52294,144.52294,0.0,200.089221,147.067643,53.021578,0.0,0.0
12/1982,Tampico-Misantla,Aguas someras,18.519741,18.519741,0.0,41.17487,27.482493,13.692377,0.0,0.0
12/1982,Tampico-Misantla,Terrestre,146.474549,146.474549,0.0,198.143995,149.916918,48.227077,0.0,0.0
11/1982,Tampico-Misantla,Aguas someras,17.792568,17.792568,0.0,40.020767,26.55495,13.465817,0.0,0.0
11/1982,Tampico-Misantla,Terrestre,143.267665,143.267665,0.0,195.234623,151.586048,43.648575,0.0,0.0
10/1982,Tampico-Misantla,Aguas someras,22.697774,22.697774,0.0,56.714853,42.379533,14.33532,0.0,0.0
10/1982,Tampico-Misantla,Terrestre,145.938164,145.938164,0.0,200.524841,158.150319,42.374522,0.0,0.0
09/1982,Tampico-Misantla,Aguas someras,23.259566,23.259566,0.0,56.653449,42.483449,14.17,0.0,0.0
09/1982,Tampico-Misantla,Terrestre,145.290436,145.290436,0.0,195.599744,146.550624,49.04912,0.0,0.0
08/1982,Tampico-Misantla,Aguas someras,23.536323,23.536323,0.0,55.553593,43.095269,12.458324,0.0,0.0
08/1982,Tampico-Misantla,Terrestre,145.678418,145.678418,0.0,198.785342,149.81166,48.973682,0.0,0.0
07/1982,Tampico-Misantla,Aguas someras,22.678775,22.678775,0.0,52.587216,39.64361,12.943606,0.0,0.0
07/1982,Tampico-Misantla,Terrestre,146.347166,146.347166,0.0,194.078552,144.784878,49.293674,0.0,0.0
06/1982,Tampico-Misantla,Aguas someras,23.345732,23.345732,0.0,55.576349,41.654864,13.921485,0.0,0.0
06/1982,Tampico-Misantla,Terrestre,143.542868,143.542868,0.0,199.668063,150.87518,48.792883,0.0,0.0
05/1982,Tampico-Misantla,Aguas someras,23.528259,23.528259,0.0,60.828479,42.098161,18.730318,0.0,0.0
05/1982,Tampico-Misantla,Terrestre,145.258422,145.258422,0.0,203.745539,148.611727,55.133812,0.0,0.0
04/1982,Tampico-Misantla,Aguas someras,19.936734,19.936734,0.0,53.045865,34.135453,18.910412,0.0,0.0
04/1982,Tampico-Misantla,Terrestre,145.328601,145.328601,0.0,185.919606,134.784698,51.134908,0.0,0.0
03/1982,Tampico-Misantla,Aguas someras,19.701161,19.701161,0.0,53.56029,34.37909,19.1812,0.0,0.0
03/1982,Tampico-Misantla,Terrestre,146.806908,146.806908,0.0,190.962317,141.96096,49.001357,0.0,0.0
02/1982,Tampico-Misantla,Aguas someras,19.686034,19.686034,0.0,51.466371,33.822362,17.644009,0.0,0.0
02/1982,Tampico-Misantla,Terrestre,147.32325,147.32325,0.0,200.894265,150.399534,50.494731,0.0,0.0
01/1982,Tampico-Misantla,Aguas someras,19.898775,19.898775,0.0,53.144038,33.479722,19.664316,0.0,0.0
01/1982,Tampico-Misantla,Terrestre,147.218385,147.218385,0.0,191.657479,148.075447,43.582032,0.0,0.0
12/1981,Tampico-Misantla,Aguas someras,19.867485,19.867485,0.0,51.193566,33.035905,18.157661,0.0,0.0
12/1981,Tampico-Misantla,Terrestre,145.939357,145.939357,0.0,191.44739,147.586377,43.861013,0.0,0.0
11/1981,Tampico-Misantla,Aguas someras,19.778267,19.778267,0.0,50.614615,32.716656,17.897959,0.0,0.0
11/1981,Tampico-Misantla,Terrestre,145.062298,145.062298,0.0,198.910449,150.529445,48.381004,0.0,0.0
10/1981,Tampico-Misantla,Aguas someras,21.503387,21.503387,0.0,54.154794,35.594234,18.56056,0.0,0.0
10/1981,Tampico-Misantla,Terrestre,145.144581,145.144581,0.0,204.473258,152.480547,51.992711,0.0,0.0
09/1981,Tampico-Misantla,Aguas someras,27.553932,27.553932,0.0,68.707507,68.707507,0.0,0.0,0.0
09/1981,Tampico-Misantla,Terrestre,149.814,149.814,0.0,195.148437,195.148437,0.0,0.0,0.0
08/1981,Tampico-Misantla,Aguas someras,28.151033,28.151033,0.0,67.312471,67.312471,0.0,0.0,0.0
08/1981,Tampico-Misantla,Terrestre,150.595553,150.595553,0.0,193.201544,193.201544,0.0,0.0,0.0
07/1981,Tampico-Misantla,Aguas someras,28.078355,28.078355,0.0,66.428824,66.428824,0.0,0.0,0.0
07/1981,Tampico-Misantla,Terrestre,150.202775,150.202775,0.0,193.697311,193.697311,0.0,0.0,0.0
06/1981,Tampico-Misantla,Aguas someras,23.945566,23.945566,0.0,55.226387,55.226387,0.0,0.0,0.0
06/1981,Tampico-Misantla,Terrestre,147.931732,147.931732,0.0,174.490831,174.490831,0.0,0.0,0.0
05/1981,Tampico-Misantla,Aguas someras,24.45842,24.45842,0.0,58.522701,58.522701,0.0,0.0,0.0
05/1981,Tampico-Misantla,Terrestre,148.797516,148.797516,0.0,186.880429,186.880429,0.0,0.0,0.0
04/1981,Tampico-Misantla,Aguas someras,23.442601,23.442601,0.0,54.608982,54.608982,0.0,0.0,0.0
04/1981,Tampico-Misantla,Terrestre,147.739495,147.739495,0.0,190.471414,190.471414,0.0,0.0,0.0
03/1981,Tampico-Misantla,Aguas someras,22.118065,22.118065,0.0,49.290484,49.290484,0.0,0.0,0.0
03/1981,Tampico-Misantla,Terrestre,146.671485,146.671485,0.0,188.342231,188.342231,0.0,0.0,0.0
02/1981,Tampico-Misantla,Aguas someras,21.249644,21.249644,0.0,44.681668,44.681668,0.0,0.0,0.0
02/1981,Tampico-Misantla,Terrestre,145.453786,145.453786,0.0,188.21164,188.21164,0.0,0.0,0.0
01/1981,Tampico-Misantla,Aguas someras,20.949162,20.949162,0.0,40.879372,40.879372,0.0,0.0,0.0
01/1981,Tampico-Misantla,Terrestre,145.884321,145.884321,0.0,189.542734,189.542734,0.0,0.0,0.0
12/1980,Tampico-Misantla,Aguas someras,20.423418,20.423418,0.0,38.706537,38.706537,0.0,0.0,0.0
12/1980,Tampico-Misantla,Terrestre,144.092131,144.092131,0.0,195.299965,195.299965,0.0,0.0,0.0
11/1980,Tampico-Misantla,Aguas someras,24.308333,24.308333,0.0,50.655461,50.655461,0.0,0.0,0.0
11/1980,Tampico-Misantla,Terrestre,143.962598,143.962598,0.0,183.679412,183.679412,0.0,0.0,0.0
10/1980,Tampico-Misantla,Aguas someras,25.127743,25.127743,0.0,50.962658,50.962658,0.0,0.0,0.0
10/1980,Tampico-Misantla,Terrestre,144.103129,144.103129,0.0,182.100493,182.100493,0.0,0.0,0.0
09/1980,Tampico-Misantla,Aguas someras,27.3456,27.3456,0.0,64.140584,64.140584,0.0,0.0,0.0
09/1980,Tampico-Misantla,Terrestre,145.968597,145.968597,0.0,174.973634,174.973634,0.0,0.0,0.0
08/1980,Tampico-Misantla,Aguas someras,28.628387,28.628387,0.0,75.930454,75.930454,0.0,0.0,0.0
08/1980,Tampico-Misantla,Terrestre,145.986512,145.986512,0.0,180.61094,180.61094,0.0,0.0,0.0
07/1980,Tampico-Misantla,Aguas someras,28.580353,28.580353,0.0,71.790742,71.790742,0.0,0.0,0.0
07/1980,Tampico-Misantla,Terrestre,146.666512,146.666512,0.0,194.242279,194.242279,0.0,0.0,0.0
06/1980,Tampico-Misantla,Aguas someras,22.552632,22.552632,0.0,59.174375,59.174375,0.0,0.0,0.0
06/1980,Tampico-Misantla,Terrestre,145.150973,145.150973,0.0,194.19756,194.19756,0.0,0.0,0.0
05/1980,Tampico-Misantla,Aguas someras,24.660161,24.660161,0.0,67.163014,67.163014,0.0,0.0,0.0
05/1980,Tampico-Misantla,Terrestre,142.387548,142.387548,0.0,190.335828,190.335828,0.0,0.0,0.0
04/1980,Tampico-Misantla,Aguas someras,25.570333,25.570333,0.0,73.64817,73.64817,0.0,0.0,0.0
04/1980,Tampico-Misantla,Terrestre,141.798238,141.798238,0.0,166.609193,166.609193,0.0,0.0,0.0
03/1980,Tampico-Misantla,Aguas someras,27.522612,27.522612,0.0,91.175623,91.175623,0.0,0.0,0.0
03/1980,Tampico-Misantla,Terrestre,140.777903,140.777903,0.0,164.876927,164.876927,0.0,0.0,0.0
02/1980,Tampico-Misantla,Aguas someras,30.667861,30.667861,0.0,98.048469,98.048469,0.0,0.0,0.0
02/1980,Tampico-Misantla,Terrestre,140.34034,140.34034,0.0,152.86069,152.86069,0.0,0.0,0.0
01/1980,Tampico-Misantla,Aguas someras,31.293195,31.293195,0.0,105.173978,105.173978,0.0,0.0,0.0
01/1980,Tampico-Misantla,Terrestre,140.288673,140.288673,0.0,148.166215,148.166215,0.0,0.0,0.0
12/1979,Tampico-Misantla,Aguas someras,31.45629,31.45629,0.0,103.18818,103.18818,0.0,0.0,0.0
12/1979,Tampico-Misantla,Terrestre,139.992071,139.992071,0.0,149.50716,149.50716,0.0,0.0,0.0
11/1979,Tampico-Misantla,Aguas someras,32.0493,32.0493,0.0,111.00603,111.00603,0.0,0.0,0.0
11/1979,Tampico-Misantla,Terrestre,142.2986,142.2986,0.0,151.08278,151.08278,0.0,0.0,0.0
10/1979,Tampico-Misantla,Aguas someras,32.51075,32.51075,0.0,121.40465,121.40465,0.0,0.0,0.0
10/1979,Tampico-Misantla,Terrestre,141.166059,141.166059,0.0,150.81066,150.81066,0.0,0.0,0.0
