COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,
POZOS TERMINADOS,,,,,
,,,,,
Datos a diciembre - 2024.,,,,,
,,,,,
FECHA,CUENCA,CATEGORIA_POZO,UBICACION,OPERADOR,POZOS_TERMINADOS
07/2008,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,14
07/2008,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,9
07/2008,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,13
07/2008,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
07/2008,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2008,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,24
07/2008,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,5
08/2008,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,24
08/2008,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
08/2008,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,9
08/2008,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,18
08/2008,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
08/2008,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,17
08/2008,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,6
09/2008,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,16
09/2008,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
09/2008,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
09/2008,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,13
09/2008,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,20
09/2008,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
10/2008,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,17
10/2008,Cinturón Plegado de Chiapas,Desarrollo,Terrestre,Pemex Exploración y Producción,1
10/2008,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
10/2008,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,13
10/2008,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
10/2008,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2008,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
10/2008,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,24
10/2008,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
10/2008,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2008,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,26
11/2008,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
11/2008,Cinturón Plegado de Chiapas,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2008,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
11/2008,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
11/2008,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
11/2008,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,3
11/2008,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,3
11/2008,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2008,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,23
11/2008,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
11/2008,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,2
12/2008,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,21
12/2008,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
12/2008,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,10
12/2008,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,18
12/2008,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2008,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
12/2008,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,12
12/2008,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
12/2008,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2009,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,17
01/2009,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2009,Cinturón Plegado de Chiapas,Desarrollo,Terrestre,Pemex Exploración y Producción,1
01/2009,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
01/2009,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,12
01/2009,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
01/2009,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2009,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,30
01/2009,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,5
02/2009,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,31
02/2009,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,12
02/2009,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,3
02/2009,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,25
02/2009,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
03/2009,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,41
03/2009,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
03/2009,Cinturón Plegado de Chiapas,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2009,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
03/2009,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
03/2009,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2009,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
03/2009,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
03/2009,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,30
03/2009,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,9
04/2009,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,36
04/2009,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,3
04/2009,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
04/2009,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,19
04/2009,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
04/2009,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2009,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
04/2009,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2009,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,36
04/2009,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
04/2009,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
05/2009,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,32
05/2009,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
05/2009,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,8
05/2009,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,9
05/2009,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
05/2009,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,3
05/2009,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
05/2009,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,35
05/2009,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
05/2009,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,3
06/2009,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,37
06/2009,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2009,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,14
06/2009,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
06/2009,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
06/2009,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
06/2009,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,56
06/2009,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
06/2009,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,2
07/2009,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,35
07/2009,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
07/2009,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
07/2009,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
07/2009,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
07/2009,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
07/2009,Plataforma de Yucatán,Exploración,Aguas someras,Pemex Exploración y Producción,1
07/2009,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
07/2009,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,29
07/2009,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,4
07/2009,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,4
08/2009,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,39
08/2009,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
08/2009,Cinturón Plegado de Chiapas,Desarrollo,Terrestre,Pemex Exploración y Producción,1
08/2009,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
08/2009,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,17
08/2009,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,3
08/2009,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,77
08/2009,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,5
08/2009,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
09/2009,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,28
09/2009,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
09/2009,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
09/2009,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,15
09/2009,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
09/2009,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,3
09/2009,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
09/2009,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
09/2009,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,40
09/2009,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
10/2009,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,33
10/2009,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,3
10/2009,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
10/2009,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,9
10/2009,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
10/2009,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2009,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
10/2009,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
10/2009,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2009,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,53
10/2009,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
11/2009,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,27
11/2009,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
11/2009,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
11/2009,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,6
11/2009,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2009,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,4
11/2009,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,33
11/2009,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
12/2009,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,27
12/2009,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
12/2009,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,8
12/2009,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,10
12/2009,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,3
12/2009,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
12/2009,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,74
12/2009,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
01/2010,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,13
01/2010,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2010,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
01/2010,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,7
01/2010,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
01/2010,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,81
01/2010,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
02/2010,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,27
02/2010,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
02/2010,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,10
02/2010,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
02/2010,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
02/2010,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
02/2010,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,88
02/2010,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2010,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,31
03/2010,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,3
03/2010,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
03/2010,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,9
03/2010,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
03/2010,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,79
03/2010,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,5
04/2010,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,27
04/2010,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,3
04/2010,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
04/2010,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,13
04/2010,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
04/2010,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,87
05/2010,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,26
05/2010,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
05/2010,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
05/2010,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,15
05/2010,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
05/2010,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,3
05/2010,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,92
05/2010,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
06/2010,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,33
06/2010,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2010,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
06/2010,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
06/2010,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2010,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2010,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,87
06/2010,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
07/2010,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,16
07/2010,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2010,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
07/2010,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,10
07/2010,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
07/2010,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,74
07/2010,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,4
08/2010,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,24
08/2010,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
08/2010,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
08/2010,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,16
08/2010,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
08/2010,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2010,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
08/2010,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,88
08/2010,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,5
09/2010,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,19
09/2010,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
09/2010,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,9
09/2010,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
09/2010,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
09/2010,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,41
09/2010,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
10/2010,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,10
10/2010,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2010,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
10/2010,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
10/2010,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
10/2010,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2010,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2010,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
10/2010,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,50
10/2010,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2010,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,12
11/2010,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2010,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
11/2010,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,6
11/2010,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
11/2010,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2010,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
11/2010,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2010,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,26
11/2010,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2010,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2010,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,11
12/2010,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
12/2010,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,13
12/2010,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2010,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2010,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,56
12/2010,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
12/2010,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2011,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,13
01/2011,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2011,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
01/2011,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2011,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,35
01/2011,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
02/2011,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,11
02/2011,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
02/2011,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
02/2011,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,13
02/2011,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
02/2011,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
02/2011,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,57
02/2011,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
03/2011,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,14
03/2011,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2011,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
03/2011,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,12
03/2011,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
03/2011,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,71
03/2011,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
04/2011,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,16
04/2011,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,4
04/2011,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
04/2011,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,15
04/2011,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2011,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,45
04/2011,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
05/2011,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,11
05/2011,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
05/2011,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
05/2011,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,10
05/2011,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
05/2011,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
05/2011,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,47
05/2011,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
06/2011,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,18
06/2011,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2011,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
06/2011,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,17
06/2011,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
06/2011,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
06/2011,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,46
06/2011,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
06/2011,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2011,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,18
07/2011,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
07/2011,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,14
07/2011,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,56
07/2011,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
08/2011,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,13
08/2011,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2011,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
08/2011,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,14
08/2011,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
08/2011,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,60
08/2011,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,4
09/2011,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,14
09/2011,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
09/2011,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,13
09/2011,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,44
09/2011,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
09/2011,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2011,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,11
10/2011,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
10/2011,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,9
10/2011,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
10/2011,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
10/2011,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,54
10/2011,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
11/2011,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,15
11/2011,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
11/2011,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
11/2011,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
