COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,
POZOS TERMINADOS,,,,,
,,,,,
Datos a diciembre - 2024.,,,,,
,,,,,
FECHA,CUENCA,CATEGORIA_POZO,UBICACION,OPERADOR,POZOS_TERMINADOS
03/2020,Cuencas del Sureste,Desarrollo,Terrestre,"Deutsche Erdoel México, S. de R.L. de C.V.",1
03/2020,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3
03/2020,Cuencas del Sureste,Desarrollo,Terrestre,"Servicios de Extracción Petrolera Lifting de México, S.A. de C.V.",1
03/2020,Cuencas del Sureste,Exploración,Aguas someras,"Capricorn Energy México, S. de R.L. de C.V.",1
03/2020,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
03/2020,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",5
03/2020,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,8
04/2020,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
04/2020,Burgos,Exploración,Terrestre,"Newpek Exploración y Extracción, S.A. de C.V.",2
04/2020,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
04/2020,Cuencas del Sureste,Desarrollo,Terrestre,"Deutsche Erdoel México, S. de R.L. de C.V.",1
04/2020,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3
04/2020,Cuencas del Sureste,Exploración,Aguas someras,"Eni México, S. de R.L. de C.V.",1
04/2020,Golfo de México Profundo,Exploración,Aguas ultra profundas,"Shell Exploracion y Extraccion de Mexico, S.A. de C.V.",1
04/2020,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,7
04/2020,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
05/2020,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,4
05/2020,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
05/2020,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
05/2020,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
05/2020,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
05/2020,Golfo de México Profundo,Exploración,Aguas profundas,"Repsol Exploración México, S.A. de C.V.",1
05/2020,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
06/2020,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1
06/2020,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
06/2020,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
06/2020,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
06/2020,Golfo de México Profundo,Exploración,Aguas ultra profundas,"Repsol Exploración México, S.A. de C.V.",1
06/2020,Golfo de México Profundo,Exploración,Aguas ultra profundas,"Shell Exploracion y Extraccion de Mexico, S.A. de C.V.",1
06/2020,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,3
06/2020,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2020,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
07/2020,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
07/2020,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,8
07/2020,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3
07/2020,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
07/2020,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2020,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,2
07/2020,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
08/2020,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
08/2020,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
09/2020,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
09/2020,Cuencas del Sureste,Desarrollo,Terrestre,"Deutsche Erdoel México, S. de R.L. de C.V.",1
09/2020,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,4
09/2020,Cuencas del Sureste,Desarrollo,Terrestre,"Perseus Tajón, S.A. de C.V.",1
09/2020,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
09/2020,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
09/2020,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2020,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
10/2020,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
10/2020,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,3
10/2020,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
10/2020,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2020,Burgos,Desarrollo,Terrestre,"Pantera Exploración y Producción 2.2, S.A.P.I. de C.V.",1
11/2020,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
11/2020,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
11/2020,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
11/2020,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,4
11/2020,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
12/2020,Burgos,Exploración,Terrestre,"Pantera Exploración y Producción 2.2, S.A.P.I. de C.V.",1
12/2020,Burgos,Exploración,Terrestre,"Pantera Exploración y Producción 2.2, S.A.P.I. de C.V.",1
12/2020,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
12/2020,Cuencas del Sureste,Desarrollo,Terrestre,"Perenco México, S.A. de C.V.",1
12/2020,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
01/2021,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
01/2021,Cuencas del Sureste,Desarrollo,Terrestre,"Perenco México, S.A. de C.V.",1
01/2021,Golfo de México Profundo,Exploración,Aguas ultra profundas,"China Offshore Oil Corporation E&P Mexico, S.A.P.I. de C.V.",1
01/2021,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
02/2021,Cinturón Plegado de Chiapas,Exploración,Terrestre,Pemex Exploración y Producción,1
02/2021,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1
02/2021,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
02/2021,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
02/2021,Cuencas del Sureste,Exploración,Aguas someras,"PC Carigali Mexico Operations, S.A. de C.V.",1
02/2021,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
02/2021,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
02/2021,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,2
03/2021,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,10
03/2021,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2021,Golfo de México Profundo,Exploración,Aguas profundas,"China Offshore Oil Corporation E&P Mexico, S.A.P.I. de C.V.",1
03/2021,Veracruz,Exploración,Terrestre,"Jaguar Exploración y Producción 2.3, S.A.P.I. de C.V.",1
03/2021,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2021,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
04/2021,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
04/2021,Cuencas del Sureste,Exploración,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
04/2021,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
04/2021,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2021,Golfo de México Profundo,Exploración,Aguas ultra profundas,"Shell Exploracion y Extraccion de Mexico, S.A. de C.V.",1
04/2021,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
05/2021,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
05/2021,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
05/2021,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
05/2021,Cuencas del Sureste,Exploración,Terrestre,"Operadora Bloque 12, S.A. de C.V.",1
05/2021,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
05/2021,Golfo de México Profundo,Exploración,Aguas profundas,"Shell Exploracion y Extraccion de Mexico, S.A. de C.V.",1
05/2021,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",3
05/2021,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
05/2021,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
06/2021,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
06/2021,Cuencas del Sureste,Exploración,Terrestre,"Operadora Bloque 12, S.A. de C.V.",1
06/2021,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2021,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",1
06/2021,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,3
06/2021,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2021,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",3
07/2021,Burgos,Exploración,Terrestre,"Pantera Exploración y Producción 2.2, S.A.P.I. de C.V.",1
07/2021,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1
07/2021,Cuencas del Sureste,Desarrollo,Aguas someras,"Fieldwood Energy E&P México, S. de R.L. de C.V.",2
07/2021,Cuencas del Sureste,Desarrollo,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
07/2021,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
07/2021,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
07/2021,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
07/2021,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2021,Golfo de México Profundo,Exploración,Aguas profundas,"Repsol Exploración México, S.A. de C.V.",1
07/2021,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",5
07/2021,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,2
07/2021,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2021,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
08/2021,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
08/2021,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
08/2021,Cuencas del Sureste,Exploración,Aguas someras,"Eni México, S. de R.L. de C.V.",1
08/2021,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
08/2021,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
08/2021,Golfo de México Profundo,Exploración,Aguas ultra profundas,"Shell Exploracion y Extraccion de Mexico, S.A. de C.V.",1
08/2021,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",2
08/2021,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,3
09/2021,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",3
09/2021,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
09/2021,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3
09/2021,Cuencas del Sureste,Exploración,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
09/2021,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
09/2021,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
09/2021,Cuencas del Sureste,Exploración,Terrestre,"Operadora Bloque 13, S.A. de C.V.",1
09/2021,Golfo de México Profundo,Exploración,Aguas profundas,"Repsol Exploración México, S.A. de C.V.",1
09/2021,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",3
09/2021,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2021,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1
10/2021,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
10/2021,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
10/2021,Cuencas del Sureste,Exploración,Aguas someras,"Lukoil Upstream México, S. de R.L. de C.V.",1
10/2021,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
10/2021,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
10/2021,Golfo de México Profundo,Exploración,Aguas ultra profundas,"PC Carigali Mexico Operations, S.A. de C.V.",1
10/2021,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",1
10/2021,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
10/2021,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2021,Cinturón Plegado de Chiapas,Exploración,Terrestre,"Operadora Bloque 13, S.A. de C.V.",1
11/2021,Cuencas del Sureste,Desarrollo,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
11/2021,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
11/2021,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3
11/2021,Cuencas del Sureste,Exploración,Terrestre,"Operadora Bloque 12, S.A. de C.V.",1
11/2021,Cuencas del Sureste,Exploración,Terrestre,"Vista Oil & Gas Holding II, S.A. de C.V.",1
11/2021,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,3
11/2021,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2021,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2021,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2021,Burgos,Desarrollo,Terrestre,"Pantera Exploración y Producción 2.2, S.A.P.I. de C.V.",1
12/2021,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
12/2021,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",2
12/2021,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
12/2021,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
12/2021,Cuencas del Sureste,Exploración,Aguas someras,"Eni México, S. de R.L. de C.V.",1
12/2021,Cuencas del Sureste,Exploración,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
12/2021,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,3
12/2021,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
12/2021,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2022,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2022,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1
01/2022,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
01/2022,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,5
01/2022,Cuencas del Sureste,Exploración,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
01/2022,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
01/2022,Tampico-Misantla,Desarrollo,Terrestre,"Operadora de Campos DWF, S.A. de C.V.",2
01/2022,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,3
01/2022,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
02/2022,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
02/2022,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
02/2022,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
02/2022,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
02/2022,Cuencas del Sureste,Exploración,Terrestre,"Pantera Exploración y Producción 2.2, S.A.P.I. de C.V.",1
03/2022,Cinturón Plegado de Chiapas,Exploración,Terrestre,"Operadora Bloque 13, S.A. de C.V.",1
03/2022,Cuencas del Sureste,Desarrollo,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
03/2022,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
03/2022,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3
03/2022,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
03/2022,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
03/2022,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",2
03/2022,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
03/2022,Tampico-Misantla,Exploración,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",1
03/2022,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
04/2022,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
04/2022,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
04/2022,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1
04/2022,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
04/2022,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
04/2022,Cuencas del Sureste,Exploración,Aguas someras,"Eni México, S. de R.L. de C.V.",1
04/2022,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
04/2022,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
04/2022,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2022,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",3
04/2022,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,2
04/2022,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2022,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
05/2022,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
05/2022,Burgos,Exploración,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
05/2022,Cuencas del Sureste,Desarrollo,Aguas someras,"Fieldwood Energy E&P México, S. de R.L. de C.V.",1
05/2022,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
05/2022,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
05/2022,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
05/2022,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",4
05/2022,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
06/2022,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,3
06/2022,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1
06/2022,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,10
06/2022,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,4
06/2022,Cuencas del Sureste,Exploración,Aguas someras,"Eni México, S. de R.L. de C.V.",1
06/2022,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",3
06/2022,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
06/2022,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2022,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2022,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
07/2022,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
07/2022,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
07/2022,Burgos,Exploración,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
07/2022,Cuencas del Sureste,Desarrollo,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
07/2022,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
07/2022,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
07/2022,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
07/2022,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
07/2022,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",3
07/2022,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,3
07/2022,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2022,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
08/2022,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
08/2022,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1
08/2022,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
08/2022,Cuencas del Sureste,Exploración,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
08/2022,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
08/2022,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2022,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2022,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",3
08/2022,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
08/2022,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2022,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
09/2022,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
09/2022,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
09/2022,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
09/2022,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
09/2022,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
09/2022,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,3
09/2022,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,2
09/2022,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2022,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
10/2022,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
10/2022,Burgos,Exploración,Terrestre,"Pantera Exploración y Producción 2.2, S.A.P.I. de C.V.",1
10/2022,Cuencas del Sureste,Desarrollo,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
10/2022,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
10/2022,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,4
10/2022,Cuencas del Sureste,Exploración,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
10/2022,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
10/2022,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2022,Golfo de México Profundo,Exploración,Aguas profundas,"China Offshore Oil Corporation E&P Mexico, S.A.P.I. de C.V.",1
10/2022,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,2
10/2022,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
10/2022,Veracruz,Exploración,Terrestre,"Bloque VC 01, S.A.P.I. de C.V.",1
11/2022,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
11/2022,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
11/2022,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1
11/2022,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
11/2022,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,7
11/2022,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2022,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,6
12/2022,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,3
12/2022,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
12/2022,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1
12/2022,Cuencas del Sureste,Desarrollo,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
12/2022,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
12/2022,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,6
12/2022,Tampico-Misantla,Desarrollo,Terrestre,"Operadora de Campos DWF, S.A. de C.V.",2
12/2022,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,3
12/2022,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
01/2023,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1
01/2023,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
01/2023,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3
01/2023,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,4
01/2023,Cuencas del Sureste,Exploración,Aguas someras,"Wintershall Dea México, S. de R.L. de C.V.",1
01/2023,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2023,Golfo de México Profundo,Exploración,Aguas profundas,"Murphy Sur, S. de R.L. de C.V.",1
01/2023,Golfo de México Profundo,Exploración,Aguas profundas,"Shell Exploracion y Extraccion de Mexico, S.A. de C.V.",1
01/2023,Tampico-Misantla,Desarrollo,Terrestre,"Operadora de Campos DWF, S.A. de C.V.",1
01/2023,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
01/2023,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2023,Veracruz,Exploración,Terrestre,"Bloque VC 01, S.A.P.I. de C.V.",1
02/2023,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,3
02/2023,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
02/2023,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
02/2023,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
02/2023,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
02/2023,Tampico-Misantla,Desarrollo,Terrestre,"Operadora de Campos DWF, S.A. de C.V.",1
02/2023,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
